연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,3.6
60~69세,12.8,8.7
50~59세,12.3,10.4
40~49세,9.0,6.1
30~39세,7.0,4.9
20~29세,9.4,5.5
10~19세,2.6,1.7
