연령대,남성방문 비율,여성방문 비율
70세 이상,5.8,6.0
60~69세,10.7,11.7
50~59세,12.9,15.5
40~49세,7.0,6.5
30~39세,4.5,4.8
20~29세,4.4,4.6
10~19세,1.8,2.5
