순위,관광지명,주소,분류,
1,독일마을,경남 남해군 독일로 92-0,기타관광지,경상남도 남해군
2,설리스카이워크,경남 남해군,기타관광지,경상남도 남해군
3,남해보물섬전망대,경남 남해군 동부대로 720-0,기타관광지,경상남도 남해군
4,상주은모래비치,경남 남해군 상주로 17-0,자연관광지,경상남도 남해군
5,보리암,경남 남해군 보리암로 665-0,역사관광지,경상남도 남해군
6,독일마을,경남 남해군 독일로 92-0,기타관광,경상남도 남해군
7,남해전통시장,경남 남해군 화전로 110-0,쇼핑,경상남도 남해군
8,상주은모래비치,경남 남해군 상주로 10-3,자연관광지,경상남도 남해군
9,미조항,경남 남해군 미조로 235-0,자연관광지,경상남도 남해군
10,남해편백자연휴양림,경남 남해군 금암로 658-0,자연관광지,경상남도 남해군
11,상주은모래비치,경남 남해군 상주로 17-0,자연관광,경상남도 남해군
12,설리해수욕장,경남 남해군,자연관광지,경상남도 남해군
13,설리스카이워크,경남 남해군 미송로303번길 176-0,기타관광,경상남도 남해군
14,미국마을,경남 남해군 미국마을길 8-0,기타관광지,경상남도 남해군
15,남해보물섬전망대,경남 남해군 동부대로 720-0,문화관광,경상남도 남해군
16,송정솔바람해변,경남 남해군,자연관광지,경상남도 남해군
17,남해상상양떼목장/편백숲,경남 남해군 설천로775번길 364-0,기타관광지,경상남도 남해군
18,섬이정원,경남 남해군 남면로 1534-110,휴양관광지,경상남도 남해군
19,보리암,경남 남해군 보리암로 665-0,역사관광,경상남도 남해군
20,원예예술촌,경남 남해군 예술길 39-0,기타관광지,경상남도 남해군
21,앵강마켓,경남 남해군 남서대로 772-0,쇼핑,경상남도 남해군
22,사우스케이프오너스클럽,경남 남해군 흥선로 1545-0,레포츠(육상/해상/항공),경상남도 남해군
23,물건방조어부림,경남 남해군,기타관광지,경상남도 남해군
24,사촌해수욕장,경남 남해군,자연관광지,경상남도 남해군
25,이순신순국공원,경남 남해군,자연관광지,경상남도 남해군
26,하나로마트/동남해농협삼동지점,경남 남해군 동부대로 1875-0,쇼핑,경상남도 남해군
27,항도몽돌해수욕장,경남 남해군,자연관광지,경상남도 남해군
28,B급상점,경남 남해군 남면로66번길 41-0,쇼핑,경상남도 남해군
29,원예예술촌,경남 남해군 예술길 39-0,기타관광,경상남도 남해군
30,남해편백자연휴양림,경남 남해군 금암로 658-0,자연관광,경상남도 남해군
31,설리스카이워크,경남 남해군 미송로303번길 176-0,기타관광지,경상남도 남해군
32,미조항,경남 남해군 미조로 235-0,자연관광,경상남도 남해군
33,하나로마트/남해농협,경남 남해군 화전로122번길 2-0,쇼핑,경상남도 남해군
34,물건항,경남 남해군 동부대로1030번길 0-0,자연관광지,경상남도 남해군
35,남해나비생태공원,경남 남해군 금암로 562-23,자연관광지,경상남도 남해군
36,용문사,경남 남해군 용문사길 166-11,역사관광지,경상남도 남해군
37,송정솔바람해변,경남 남해군,자연관광,경상남도 남해군
38,두곡해수욕장,경남 남해군,자연관광지,경상남도 남해군
39,설리해수욕장,경남 남해군,자연관광,경상남도 남해군
40,하나로마트/동남해농협남면지점,경남 남해군 남서대로 800-0,쇼핑,경상남도 남해군
41,하나로마트/남해축협남해읍지점,경남 남해군 화전로78번가길 9-0,쇼핑,경상남도 남해군
42,섬이정원,경남 남해군 남면로 1534-110,문화관광,경상남도 남해군
43,바람흔적미술관,경남 남해군 금암로 519-4,문화시설,경상남도 남해군
44,천하몽돌해수욕장,경남 남해군,자연관광지,경상남도 남해군
45,미국마을,경남 남해군 미국마을길 8-0,기타관광,경상남도 남해군
46,노랑카라반&고카트,경남 남해군 남해대로 1607-0,레포츠(육상/해상/항공),경상남도 남해군
47,남해상상양떼목장/편백숲,경남 남해군 설천로775번길 364-0,기타관광,경상남도 남해군
48,해오름예술촌,경남 남해군 동부대로 995-0,문화시설,경상남도 남해군
49,충렬사,경남 남해군 노량로183번길 27-0,역사관광지,경상남도 남해군
50,아난티남해CC,경남 남해군 남서대로1179번길 40-109,레포츠(육상/해상/항공),경상남도 남해군
51,하나로마트/동남해농협동천지점,경남 남해군 봉화로 7-0,쇼핑,경상남도 남해군
52,초전몽돌해수욕장,경남 남해군,자연관광지,경상남도 남해군
53,하나로마트/창선농협본점,경남 남해군 창선로 69-0,쇼핑,경상남도 남해군
54,물건해수욕장,경남 남해군,자연관광지,경상남도 남해군
55,남해스포츠파크,경남 남해군 스포츠파크길 74-0,기타관광지,경상남도 남해군
56,초록스토어,경남 남해군 동부대로1876번길 38-0,쇼핑,경상남도 남해군
57,왕지벚꽃길,경남 남해군,기타관광지,경상남도 남해군
58,남해전도갯벌체험장,경남 남해군 동부대로1662번길 18-8,레포츠(육상/해상/항공),경상남도 남해군
59,남해유배문학관,경남 남해군 남해대로 2745-0,문화시설,경상남도 남해군
60,하나로마트/새남해농협서면점,경남 남해군 스포츠로 679-0,쇼핑,경상남도 남해군
61,다랭이마을해맞이행사,경남 남해군,기타관광지,경상남도 남해군
62,노구방파제,경남 남해군,자연관광지,경상남도 남해군
63,하나로마트/동남해농협상주지점,경남 남해군 남해대로 684-0,쇼핑,경상남도 남해군
64,용문사,경남 남해군 용문사길 166-11,역사관광,경상남도 남해군
65,남해토피아랜드,경남 남해군 서부로 270-106,자연관광지,경상남도 남해군
66,물건방조어부림,경남 남해군,기타관광,경상남도 남해군
67,다이소/남해북변점,경남 남해군 화전로 72-0,쇼핑,경상남도 남해군
68,하나로마트/동남해농협미조지점,경남 남해군 미송로 24-0,쇼핑,경상남도 남해군
69,두모유채꽃축제,경남 남해군,기타관광지,경상남도 남해군
70,사촌해수욕장,경남 남해군,자연관광,경상남도 남해군
71,사우스케이프오너스클럽,경남 남해군 흥선로 1545-0,레저스포츠,경상남도 남해군
72,둔촌갯벌생태체험,경남 남해군,기타관광지,경상남도 남해군
73,남해가천마을다랑이논,경남 남해군,역사관광지,경상남도 남해군
74,이순신순국공원,경남 남해군,문화관광,경상남도 남해군
75,남해파독전시관,경남 남해군 독일로 89-7,문화시설,경상남도 남해군
76,하나로마트/동남해농협,경남 남해군 무림로 82-0,쇼핑,경상남도 남해군
77,물미해안도로,경남 남해군,기타관광지,경상남도 남해군
78,문항어촌체험휴양마을,경남 남해군 강진로206번길 54-19,기타관광지,경상남도 남해군
79,지족죽방렴,경남 남해군,기타관광지,경상남도 남해군
80,앵강다숲,경남 남해군 성남로 105-0,기타관광지,경상남도 남해군
81,남해유배문학관,경남 남해군 남해대로 2745-0,문화관광,경상남도 남해군
82,항도몽돌해수욕장,경남 남해군,자연관광,경상남도 남해군
83,장평저수지,경남 남해군,자연관광지,경상남도 남해군
84,구미동해수욕장,경남 남해군,자연관광지,경상남도 남해군
85,노랑카라반&고카트,경남 남해군 남해대로 1607-0,레저스포츠,경상남도 남해군
86,죽방렴관람대,경남 남해군,기타관광지,경상남도 남해군
87,남해식자재마트,경남 남해군 동부대로 1857-0,쇼핑,경상남도 남해군
88,한려해상국립공원/금산탐방센터,경남 남해군 남해대로 918-11,자연관광지,경상남도 남해군
89,서상항,경남 남해군 남서대로1687번길 0-0,자연관광지,경상남도 남해군
90,남해나비생태공원,경남 남해군 금암로 562-23,문화관광,경상남도 남해군
91,초전몽돌해수욕장,경남 남해군,자연관광,경상남도 남해군
92,대지포방파제,경남 남해군,자연관광지,경상남도 남해군
93,노량공원,경남 남해군,자연관광지,경상남도 남해군
94,두곡해수욕장,경남 남해군,자연관광,경상남도 남해군
95,남해보물섬식자재마트,경남 남해군 남해대로 2759-0,쇼핑,경상남도 남해군
96,북미조항,경남 남해군,자연관광지,경상남도 남해군
97,모상개해수욕장,경남 남해군,자연관광지,경상남도 남해군
98,문항어촌체험휴양마을,경남 남해군 강진로206번길 54-19,체험관광,경상남도 남해군
99,홈마트/남해점,경남 남해군 화전로 13-0,쇼핑,경상남도 남해군
100,물건남방파제,경남 남해군,자연관광지,경상남도 남해군
