기준연월,지역명,검색량(건)
202108,경상북도 경주시 ,24815
202109,경상북도 경주시 ,20835
202110,경상북도 경주시 ,22287
202111,경상북도 경주시 ,21445
202112,경상북도 경주시 ,5696
202201,경상북도 경주시 ,8109
202202,경상북도 경주시 ,3409
202203,경상북도 경주시 ,1430
202204,경상북도 경주시 ,1731
202205,경상북도 경주시 ,5604
202206,경상북도 경주시 ,4892
202207,경상북도 경주시 ,3701
