순위,업소명,주소,분류,외지인 검색 수
1,황리단길,경북 경주시,기타음식,227225
2,황남빵,경북 경주시 태종로 783-0,간이음식,43969
3,교리김밥경주본점,경북 경주시 탑리3길 2-0,간이음식,41444
4,함양집경주보문점,경북 경주시 북군1길 10-1,한식,36687
5,맷돌순두부,경북 경주시 북군길 7-0,한식,29872
6,향화정,경북 경주시 사정로57번길 17-0,한식,21351
7,함양집보불로점,경북 경주시 보불로 287-0,한식,21114
8,스타벅스경주보문호수DT점,경북 경주시 보문로 132-6,카페/찻집,20703
9,보문뜰,경북 경주시 경감로 142-3,한식,19835
10,벤자마스,경북 경주시 윗동천길 2-0,외국식,19811
11,교리김밥보문점,경북 경주시 보문로 424-11,간이음식,18656
12,바실라,경북 경주시 하동못안길 88-0,카페/찻집,18195
13,LLOW,경북 경주시 경감로 375-16,카페/찻집,17413
14,스타벅스경주보문로DT점,경북 경주시 보문로 510-6,카페/찻집,16143
15,스타벅스경주대릉원점,경북 경주시 첨성로 125-0,카페/찻집,15882
16,영양숯불갈비경주점,경북 경주시 봉황로 79-0,한식,15754
17,조조칼국수경주점,경북 경주시 북군길 3-6,한식,15405
18,아덴,경북 경주시 보문로 424-34,카페/찻집,15178
19,스타벅스경주터미널DT점,경북 경주시 태종로 686-0,카페/찻집,14875
20,소옥,경북 경주시 포석로1050번길 29-0,한식,14814
21,도솔마을식당[한식],경북 경주시 손효자길 8-13,한식,12928
22,맥도날드경주보문DT점,경북 경주시 보문로 445-0,간이음식,12128
23,콩이랑[한식],경북 경주시 보불로 97-0,한식,11998
24,올바릇식당,경북 경주시 보문로 368-5,한식,11360
25,원조떡갈비,경북 경주시 보불로 148-0,한식,10466
26,별채반교동쌈밥,경북 경주시 첨성로 77-0,한식,9843
27,경주원조콩국,경북 경주시 첨성로 113-0,한식,9805
28,이스트앵글,경북 경주시 해변공원길 4-0,카페/찻집,9688
29,황남비빔밥,경북 경주시 첨성로73번길 11-0,한식,9497
30,낙지마실,경북 경주시 북군길 9-0,외국식,9340
31,최영화빵,경북 경주시 북정로 6-1,간이음식,9273
32,카페로드100,경북 경주시 보불로 100-0,카페/찻집,8645
33,우마왕경주보문직영점,경북 경주시 숲머리길 168-0,한식,8603
34,서민식당,경북 경주시 경감로 633-0,한식,8510
35,용산회식당,경북 경주시 포석로 112-0,외국식,8191
36,정수가성[한식],경북 경주시 보불로 318-0,한식,7872
37,늘봄떡갈비쌈밥,경북 경주시 보불로 107-0,한식,7785
38,료코,경북 경주시 첨성로99번길 27-0,외국식,7712
39,소디스커피본사,경북 경주시 형산로 161-0,카페/찻집,7639
40,맛자랑[한식],경북 경주시 보불로 329-0,한식,7637
41,커피명가보스케,경북 경주시 용담로 477-41,카페/찻집,7560
42,명동쫄면,경북 경주시 계림로93번길 3-0,간이음식,7304
43,기와메밀막국수,경북 경주시 분황로 91-0,한식,7043
44,온천집,경북 경주시 사정로57번길 13-0,한식,7031
45,진수성찬[한식],경북 경주시 교촌길 39-9,한식,6978
46,대릉갈비,경북 경주시 포석로1068번길 27-0,한식,6959
47,돌고래횟집,경북 경주시 동해안로 1888-10,외국식,6952
48,스타벅스경주보문점,경북 경주시 보문로 535-0,카페/찻집,6877
49,어마무시,경북 경주시 양정로 41-12,카페/찻집,6812
50,맥도날드경주황남DT점,경북 경주시 태종로 701-0,간이음식,6575
51,경주천년한우보문명품관,경북 경주시 보문로 545-9,한식,6531
52,소풍가다,경북 경주시 다래길 15-0,카페/찻집,6529
53,단석가경주본점,경북 경주시 금성로 237-0,간이음식,6281
54,불국사밀면,경북 경주시 불국장터길 29-0,한식,6110
55,전통맷돌순두부,경북 경주시 숲머리길 111-0,한식,6043
56,히든씨카페,경북 경주시 동해안로 2560-0,카페/찻집,6014
57,블리스커피,경북 경주시 보불로 158-0,카페/찻집,5968
58,노워즈,경북 경주시 태종로 744-0,카페/찻집,5891
59,불국정떡갈비,경북 경주시 보불로 69-0,한식,5808
60,카페야생화일기,경북 경주시 오금큰길 332-3,카페/찻집,5788
61,황남맷돌순두부,경북 경주시 놋전2길 3-0,한식,5745
62,가마솥족발,경북 경주시 봉황로 39-1,외국식,5537
63,남정부일기사식당,경북 경주시 배리1길 3-0,한식,5408
64,교리김밥봉황대점,경북 경주시 태종로 746-0,간이음식,5337
65,경주빵황남본점,경북 경주시 원화로 173-0,간이음식,5215
66,현대쌈밥,경북 경주시 동해안로 1541-0,한식,5150
67,청산숯불갈비,경북 경주시 천강로 938-0,한식,5123
68,료미,경북 경주시 포석로 1058-1,외국식,4944
69,교동면옥경주대릉원점,경북 경주시 첨성로 119-0,한식,4883
70,금산재칼국수,경북 경주시 흥무로 71-0,한식,4695
71,이재원과자공방,경북 경주시 봉황로 89-0,간이음식,4510
72,진주냉면남가옥,경북 경주시 동해안로 497-0,한식,4453
73,웰빙황토우렁이쌈밥,경북 경주시 용담로 847-0,한식,4350
74,경주십원빵,경북 경주시 포석로 1083-0,간이음식,4343
75,두부마을,경북 경주시 불국로 168-3,한식,4285
76,페이지나인,경북 경주시 보문로 132-24,카페/찻집,4176
77,다인매운등갈비찜,경북 경주시 원화로181번길 25-0,한식,4160
78,기와골맷돌순두부,경북 경주시 숲머리길 142-0,외국식,4158
79,유수정쌈밥[한식],경북 경주시 보불로 24-7,한식,4079
80,35밀리미터,경북 경주시 후동길 11-13,카페/찻집,4044
81,하누가물애,경북 경주시 보불로 319-0,한식,4001
82,동궁[중식],경북 경주시 북군길 27-0,외국식,3997
83,장군암소숯불,경북 경주시 부엉길 13-0,한식,3810
84,이풍녀구로쌈밥,경북 경주시 첨성로 155-0,한식,3782
85,석거돈,경북 경주시 산업로 2838-0,외국식,3760
86,맥도날드경주용강DT점,경북 경주시 산업로 4364-0,간이음식,3742
87,용궁단골식당,경북 경주시 충효녹지길 30-0,한식,3732
88,요석궁[한식],경북 경주시 교촌안길 19-4,한식,3721
89,진가네대구갈비본점,경북 경주시 북정로 5-0,한식,3697
90,시즈닝,경북 경주시 첨성로99번길 25-2,외국식,3687
91,피자옥,경북 경주시 손효자길 1-0,간이음식,3638
92,쑥부쟁이[한식],경북 경주시 보불로 147-5,한식,3529
93,보문한우,경북 경주시 엑스포로 9-0,한식,3511
94,스튜디오0330경주본점,경북 경주시 동방안길 26-0,카페/찻집,3462
95,한우리가든,경북 경주시 숲머리길 218-0,한식,3457
96,카페솔,경북 경주시 포석로1050번길 39-17,카페/찻집,3444
97,나정에가면,경북 경주시 동해안로 1862-0,간이음식,3421
98,스타벅스경주용강DT점,경북 경주시 산업로 4350-0,카페/찻집,3414
99,경주밀면본점,경북 경주시 시래둑길 7-0,한식,3403
100,올리브,경북 경주시 사정로57번길 7-6,카페/찻집,3393
