연령대,남성방문 비율,여성방문 비율
70세 이상,1.8,1.0
60~69세,9.9,3.0
50~59세,12.4,4.6
40~49세,8.1,2.0
30~39세,8.6,2.3
20~29세,33.7,4.4
10~19세,6.6,0.7
