연령대,남성방문 비율,여성방문 비율
70세 이상,3.6,3.9
60~69세,13.4,5.8
50~59세,13.1,8.4
40~49세,10.1,7.2
30~39세,11.0,8.2
20~29세,6.6,2.9
10~19세,2.0,1.5
