순위,업소명,주소,분류,외지인 검색 수
1,해운대암소갈비집,부산 해운대구 중동2로10번길 32-10,한식,43219
2,금수복국해운대본점,부산 해운대구 중동1로43번길 23-0,외국식,24113
3,해운대가야밀면,부산 해운대구 좌동순환로 27-0,한식,19991
4,식당3선센텀1관,부산 해운대구 해운대로 230-0,한식,16273
5,기와집대구탕,부산 해운대구 달맞이길104번길 46-0,한식,15332
6,문토스트,부산 해운대구 송정해변로 16-0,간이음식,15300
7,스타벅스해운대달맞이DT점,부산 해운대구 달맞이길 57-0,카페/찻집,14597
8,그랜드애플,부산 해운대구 센텀1로 25-0,외국식,14041
9,수민이네,부산 해운대구 청사포로58번길 118-0,외국식,12731
10,어밤부,부산 해운대구 송정광어골로 87-0,외국식,12641
11,해목,부산 해운대구 구남로24번길 8-0,외국식,12451
12,더파티센텀점,부산 해운대구 센텀중앙로 79-0,외국식,10788
13,풍원장꼬막정찬마린시티점,부산 해운대구 마린시티2로 38-0,한식,10624
14,스타벅스부산재송DT점,부산 해운대구 해운대로 189-0,카페/찻집,10489
15,다나휴스,부산 해운대구 달맞이길117번가길 120-12,카페/찻집,9387
16,맥도날드부산송정DT점,부산 해운대구 해운대로 1114-0,간이음식,9361
17,풍원장미역국정찬마린시티점,부산 해운대구 마린시티3로 51-0,한식,9114
18,거대갈비본관,부산 해운대구 달맞이길 22-0,한식,8687
19,다솥맛집,부산 해운대구 송정광어골로 29-0,한식,7912
20,속씨원한대구탕본점,부산 해운대구 달맞이길62번길 28-0,한식,7803
21,스타벅스부산송정비치점,부산 해운대구 송정해변로 36-0,카페/찻집,7338
22,나가하마만게츠[일식],부산 해운대구 우동1로 57-0,외국식,7262
23,비비비당,부산 해운대구 달맞이길 239-16,카페/찻집,7118
24,양산국밥해운대본점,부산 해운대구 좌동로10번길 75-0,한식,7052
25,수월경화,부산 해운대구 송정중앙로6번길 188-0,카페/찻집,6768
26,맥도날드해운대DT점,부산 해운대구 해운대로570번길 51-0,간이음식,6729
27,스타벅스수영강변DT점,부산 해운대구 수영강변대로 516-0,카페/찻집,6683
28,더파티해운대프리미엄점,부산 해운대구 해운대해변로298번길 24-0,외국식,6472
