연령대,남성방문 비율,여성방문 비율
70세 이상,5.4,6.7
60~69세,8.1,9.1
50~59세,9.3,10.2
40~49세,7.6,7.3
30~39세,7.3,6.0
20~29세,7.5,7.5
10~19세,3.7,3.1
