연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,2.9
60~69세,13.3,7.3
50~59세,18.6,7.2
40~49세,12.3,5.1
30~39세,9.6,4.7
20~29세,6.8,4.4
10~19세,1.9,1.4
