동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
99,986,회사동료,대리_직원_동료,미식,맛집_카페_호빵
93,646,연인,애인_연인,자연경관,전망대_바다_섬
46,77,기타가족,엄마_가족_조카,레포츠/운동,캠핑_낚시_수영장
30,48,자녀,아들_딸_자식,문화예술,공연장_공장_전시관
7,27,부모님,부모님_아버지_부모,휴식/힐링,겨울여행_신혼여행_가을여행
6,8,친구,친구,역사유적,다리_정자
4,1,학생,고딩_중딩,체험,버스투어
2,0,배우자,아내,,
