순위,업소명,주소,분류,합산 검색 수
1,카페울라,경북 울릉군 추산길 88-13,카페/찻집,3324
2,신비섬횟집,경북 울릉군 울릉순환로 592-0,외국식,1868
3,천금회수산,경북 울릉군 봉래길 6-0,외국식,1251
4,나리촌식당,경북 울릉군 나리1길 31-115,한식,1094
5,울릉도태양식당따개비칼국수,경북 울릉군 울릉순환로 1282-0,한식,965
6,명가식당,경북 울릉군 울릉순환로 212-21,한식,740
7,전주식당,경북 울릉군 울릉순환로 158-1,한식,558
8,울릉도태양식당따개비칼국수,경북 울릉군 울릉순환로 1278-0,한식,450
9,두꺼비식당,경북 울릉군 도동길 52-0,한식,352
10,정애식당,경북 울릉군 울릉순환로 212-10,한식,339
11,나리분지야영장식당,경북 울릉군 나리길 591-0,한식,331
12,울릉호랑약소플라자,경북 울릉군 신리길 48-0,한식,285
13,늘푸른산장식당[한식],경북 울릉군 나리1길 63-2,한식,244
14,오브레,경북 울릉군 도동길 53-0,카페/찻집,221
14,울야식당,경북 울릉군 추산길 111-0,한식,221
16,울릉약소마을,경북 울릉군 울릉순환로 395-0,한식,208
17,산마을식당,경북 울릉군 나리길 588-0,한식,198
18,비치온회센터,경북 울릉군 울릉순환로 772-0,외국식,181
19,신애분식,경북 울릉군 천부1길 2-0,간이음식,179
20,582화답,경북 울릉군 울릉순환로 582-0,카페/찻집,167
21,독도반점[중식],경북 울릉군 도동1길 43-0,외국식,162
22,올레식당,경북 울릉군 저동4길 93-0,한식,152
23,이사부초밥,경북 울릉군 도동길 153-0,외국식,142
24,저동커피,경북 울릉군 울릉순환로 164-2,카페/찻집,120
25,향우촌,경북 울릉군 도동길 186-0,한식,117
26,보배식당,경북 울릉군 도동2길 50-4,한식,112
27,롯데리아울릉도점,경북 울릉군 도동길 118-0,간이음식,110
28,카페더함,경북 울릉군 죽암1길 4-0,카페/찻집,94
29,삼정본가식당,경북 울릉군 울릉순환로 212-8,한식,87
30,울릉약소숯불가든,경북 울릉군 울릉순환로 556-0,외국식,75
31,다애식당,경북 울릉군 도동길 63-0,한식,73
32,라페루즈레스토랑,경북 울릉군 중령길 129-128,한식,72
33,만광식당,경북 울릉군 울릉순환로 3110-1,외국식,70
34,카페래우,경북 울릉군 울릉순환로 2160-0,카페/찻집,68
34,현포교동반점[중식],경북 울릉군,외국식,68
36,독도짬뽕점[중식],경북 울릉군 도동1길 42-0,외국식,64
37,독도야새우야,경북 울릉군 도동길 52-0,외국식,62
38,99식당,경북 울릉군 도동2길 47-4,한식,58
39,다와,경북 울릉군 도동길 105-0,간이음식,54
40,만광식당,경북 울릉군 울릉순환로 3112-0,외국식,53
41,대가야[중식],경북 울릉군 천부3길 8-0,외국식,43
41,도동집,경북 울릉군 도동1길 32-0,한식,43
43,동백식당,경북 울릉군 울릉순환로 212-10,한식,38
44,박가네따개비,경북 울릉군 도동1길 5-28,한식,35
45,상록식당,경북 울릉군 남양4길 25-0,외국식,33
46,울릉 역사문화체험센터,경북 울릉군 도동1길 27-0,카페/찻집,32
47,아리랑칼국수,경북 울릉군 울릉순환로 212-19,한식,31
47,울릉어민식당,경북 울릉군 울릉순환로 206-0,한식,31
49,광장반점[중식],경북 울릉군 태하길 196-0,외국식,28
50,약소마을,경북 울릉군 울릉순환로 395-0,한식,27
51,강남가든[한식],경북 울릉군 천부2길 4-4,한식,23
52,라온,경북 울릉군 중령길 129-123,카페/찻집,21
53,우리회식당,경북 울릉군 울릉순환로 152-0,외국식,20
54,추산마루[일식],경북 울릉군 봉래길 250-0,외국식,16
54,모캄보울릉천부점,경북 울릉군 울릉순환로 3136-2,카페/찻집,16
56,세진식당,경북 울릉군 저동1길 36-91,한식,12
57,별장식육식당,경북 울릉군 봉래2길 6-0,한식,11
57,진도식품,경북 울릉군 울릉순환로 556-0,기타음식,11
57,몽돌식당[한식],경북 울릉군 신리길 6-0,한식,11
60,정담식당,경북 울릉군 도동길 103-0,한식,9
60,아리랑김밥,경북 울릉군 봉래2길 30-6,간이음식,9
60,청담791토스트,경북 울릉군 울릉순환로 212-4,간이음식,9
60,향토회식당,경북 울릉군 도동길 54-0,외국식,9
60,싱싱회타운,경북 울릉군 봉래1길 19-11,외국식,9
65,해돋이,경북 울릉군 울릉순환로 212-6,한식,8
66,용궁,경북 울릉군 도동길 4-75,외국식,7
66,배가네화로구이,경북 울릉군 도동3길 18-0,한식,7
66,몽돌식당,경북 울릉군 남양길 13-5,한식,7
66,가야밀면,경북 울릉군 봉래2길 13-0,한식,7
70,풍미당제과,경북 울릉군 울릉순환로 216-1,간이음식,6
70,도동식당,경북 울릉군 도동3길 27-1,한식,6
70,은하반점[중식],경북 울릉군 울릉순환로 211-4,외국식,6
73,홍천뚝배기,경북 울릉군 도동3길 5-0,외국식,5
74,독도식당[한식],경북 울릉군 봉래1길 11-0,한식,4
74,가고싶은집,경북 울릉군 도동1길 16-0,한식,4
74,짬뽕타운울릉독도점 [중식],경북 울릉군 울릉순환로 722-0,외국식,4
74,황소식당,경북 울릉군 울릉순환로 212-6,한식,4
74,돌섬식당,경북 울릉군 도동3길 10-1,한식,4
79,바다횟집,경북 울릉군 도동길 46-0,외국식,3
79,동해식당,경북 울릉군 울릉순환로 3102-0,한식,3
79,섬초롱,경북 울릉군 도동3길 33-0,간이음식,3
79,삼시세끼,경북 울릉군 울릉순환로 212-17,한식,3
79,독도초밥,경북 울릉군 도동3길 25-0,외국식,3
79,에띠앙레스토랑,경북 울릉군 도동2길 84-0,외국식,3
79,대나무식당[일식],경북 울릉군 도동2길 23-0,외국식,3
79,다온,경북 울릉군 나리1길 86-0,카페/찻집,3
79,전주최부잣집,경북 울릉군 봉래길 5-19,한식,3
79,독도수산,경북 울릉군 울릉순환로 190-0,외국식,3
79,도동식당,경북 울릉군 도동1길 5-28,한식,3
79,선창회식당,경북 울릉군 도동길 77-0,외국식,3
79,케렌시아레스토랑,경북 울릉군 추산길 137-0,외국식,3
79,가고싶은집,경북 울릉군 도동3길 4-0,간이음식,3
79,옛날기사식당,경북 울릉군 봉래길 5-4,한식,3
79,안동할매식당,경북 울릉군 울릉순환로 550-0,한식,3
79,뭐무꼬,경북 울릉군 도동길 89-0,한식,3
79,독도분식,경북 울릉군 도동길 73-0,간이음식,3
