순위,업소명,주소,분류,외지인 검색 수
1,카페울라,경북 울릉군 추산길 88-13,카페/찻집,3073
2,신비섬횟집,경북 울릉군 울릉순환로 592-0,외국식,1740
3,천금회수산,경북 울릉군 봉래길 6-0,외국식,1193
4,나리촌식당,경북 울릉군 나리1길 31-115,한식,1005
5,울릉도태양식당따개비칼국수,경북 울릉군 울릉순환로 1282-0,한식,854
6,명가식당,경북 울릉군 울릉순환로 212-21,한식,714
7,전주식당,경북 울릉군 울릉순환로 158-1,한식,518
8,울릉도태양식당따개비칼국수,경북 울릉군 울릉순환로 1278-0,한식,404
9,두꺼비식당,경북 울릉군 도동길 52-0,한식,342
10,정애식당,경북 울릉군 울릉순환로 212-10,한식,324
11,나리분지야영장식당,경북 울릉군 나리길 591-0,한식,309
12,울릉호랑약소플라자,경북 울릉군 신리길 48-0,한식,274
13,울야식당,경북 울릉군 추산길 111-0,한식,214
14,오브레,경북 울릉군 도동길 53-0,카페/찻집,207
15,울릉약소마을,경북 울릉군 울릉순환로 395-0,한식,192
16,늘푸른산장식당[한식],경북 울릉군 나리1길 63-2,한식,190
17,비치온회센터,경북 울릉군 울릉순환로 772-0,외국식,178
18,산마을식당,경북 울릉군 나리길 588-0,한식,169
19,신애분식,경북 울릉군 천부1길 2-0,간이음식,168
20,독도반점[중식],경북 울릉군 도동1길 43-0,외국식,149
21,올레식당,경북 울릉군 저동4길 93-0,한식,147
22,582화답,경북 울릉군 울릉순환로 582-0,카페/찻집,144
23,이사부초밥,경북 울릉군 도동길 153-0,외국식,122
24,저동커피,경북 울릉군 울릉순환로 164-2,카페/찻집,111
25,향우촌,경북 울릉군 도동길 186-0,한식,108
25,보배식당,경북 울릉군 도동2길 50-4,한식,108
27,롯데리아울릉도점,경북 울릉군 도동길 118-0,간이음식,104
28,카페더함,경북 울릉군 죽암1길 4-0,카페/찻집,86
29,삼정본가식당,경북 울릉군 울릉순환로 212-8,한식,84
30,울릉약소숯불가든,경북 울릉군 울릉순환로 556-0,외국식,73
31,다애식당,경북 울릉군 도동길 63-0,한식,71
32,라페루즈레스토랑,경북 울릉군 중령길 129-128,한식,66
33,만광식당,경북 울릉군 울릉순환로 3110-1,외국식,64
34,독도짬뽕점[중식],경북 울릉군 도동1길 42-0,외국식,62
35,카페래우,경북 울릉군 울릉순환로 2160-0,카페/찻집,61
36,독도야새우야,경북 울릉군 도동길 52-0,외국식,58
37,현포교동반점[중식],경북 울릉군,외국식,55
37,99식당,경북 울릉군 도동2길 47-4,한식,55
39,다와,경북 울릉군 도동길 105-0,간이음식,53
40,만광식당,경북 울릉군 울릉순환로 3112-0,외국식,52
41,대가야[중식],경북 울릉군 천부3길 8-0,외국식,40
41,도동집,경북 울릉군 도동1길 32-0,한식,40
43,동백식당,경북 울릉군 울릉순환로 212-10,한식,35
43,박가네따개비,경북 울릉군 도동1길 5-28,한식,35
45,아리랑칼국수,경북 울릉군 울릉순환로 212-19,한식,31
46,울릉어민식당,경북 울릉군 울릉순환로 206-0,한식,30
47,울릉 역사문화체험센터,경북 울릉군 도동1길 27-0,카페/찻집,29
48,약소마을,경북 울릉군 울릉순환로 395-0,한식,27
49,광장반점[중식],경북 울릉군 태하길 196-0,외국식,26
50,강남가든[한식],경북 울릉군 천부2길 4-4,한식,23
50,상록식당,경북 울릉군 남양4길 25-0,외국식,23
52,라온,경북 울릉군 중령길 129-123,카페/찻집,20
53,우리회식당,경북 울릉군 울릉순환로 152-0,외국식,16
