연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,4.2
60~69세,11.0,11.4
50~59세,12.7,12.8
40~49세,8.9,7.8
30~39세,6.2,5.3
20~29세,5.5,4.1
10~19세,3.3,1.9
