연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,2.0
60~69세,9.3,9.3
50~59세,11.3,16.3
40~49세,7.2,9.0
30~39세,6.7,8.5
20~29세,5.6,8.4
10~19세,1.9,1.7
