순위,업소명,주소,분류,합산 검색 수
1,스타벅스명지강변DT점,부산 강서구 르노삼성대로 620-0,카페/찻집,33018
2,비아조,부산 강서구 식만로 164-0,카페/찻집,28722
3,토북베이커리강서점,부산 강서구 낙동남로 526-1,간이음식,23974
4,맥도날드부산명지DT점,부산 강서구 명지국제8로 272-0,간이음식,23103
5,구디너프,부산 강서구 가덕해안로1169번길 28-0,카페/찻집,21626
6,카페진목,부산 강서구 명지새동네길2번길 56-3,카페/찻집,17179
7,앙로고택,부산 강서구 식만로 122-0,카페/찻집,13150
8,록산,부산 강서구 화전산업대로 272-43,카페/찻집,10609
9,어라우즈로스터리,부산 강서구 르노삼성대로 630-0,카페/찻집,9924
10,이프리오,부산 강서구 범방4로 32-0,카페/찻집,9225
11,버거킹부산명지DT점,부산 강서구 명지국제6로 218-0,간이음식,9040
12,소희네집,부산 강서구 가덕해안로1208번길 2-12,외국식,8829
13,영진돼지국밥,부산 강서구 명지오션시티8로 31-0,한식,8459
14,장룡수산본점,부산 강서구 낙동남로 749-0,외국식,8316
15,두문,부산 강서구 가덕해안로 655-0,카페/찻집,7829
16,다온나루,부산 강서구 범방3로46번길 21-0,카페/찻집,7663
17,명지첫집국제신도시점,부산 강서구 명지국제6로232번길 18-0,외국식,7545
18,코지하우스명지점,부산 강서구 명지국제11로 70-0,외국식,7083
19,브리타니,부산 강서구 가덕해안로 663-0,카페/찻집,7071
20,오리한상,부산 강서구 명지국제9로 66-0,외국식,6724
21,용장어요리전문점,부산 강서구 낙동남로682번길 94-0,외국식,6439
22,신호활어회센터,부산 강서구 신호산단1로 60-0,외국식,6320
23,투썸플레이스부산가덕도점,부산 강서구 가덕해안로 590-0,카페/찻집,6312
24,홍익돈까스부산명지점,부산 강서구 명지국제8로 296-0,외국식,6090
25,투썸플레이스부산명지강변점,부산 강서구 명지새동네길2번길 56-0,카페/찻집,6000
26,카페오플로우,부산 강서구 가락대로 1206-0,카페/찻집,5829
27,스타벅스명지오션시티점,부산 강서구 명지오션시티11로 66-0,카페/찻집,5575
28,테라비본점,부산 강서구 명지국제8로10번길 16-0,외국식,5370
29,이지요 더파크,부산 강서구 신호산단1로72번길 54-0,카페/찻집,5255
30,포레스트3002,부산 강서구 낙동남로682번길 262-0,카페/찻집,5157
31,월남면반,부산 강서구 명지국제6로302번길 19-3,외국식,5143
32,대저할매국수,부산 강서구 대저중앙로 337-0,한식,5110
33,낙동강오리알본점,부산 강서구 상덕로 35-1,외국식,4899
34,파스쿠찌부산강서점,부산 강서구 체육공원로6번길 184-0,카페/찻집,4871
35,스타벅스명지국제신도시점,부산 강서구 명지국제5로 42-0,카페/찻집,4840
36,정원오리촌,부산 강서구 명지오션시티10로 127-0,외국식,4651
37,부산조개창고명지점,부산 강서구 명지국제2로28번길 23-0,외국식,4596
38,만호갈미샤브샤브,부산 강서구 르노삼성대로 602-0,외국식,4435
39,방코,부산 강서구 새진목길 51-0,외국식,3881
40,자갈치왕짬뽕[중식],부산 강서구 공항로447번길 6-0,외국식,3879
41,녹슨드럼통본점,부산 강서구 경전철로 233-2,한식,3813
42,스타벅스명지퍼스트월드점,부산 강서구 명지국제7로 37-0,카페/찻집,3784
43,금빛노을,부산 강서구 둔치강변길 656-0,카페/찻집,3739
44,벨렘351,부산 강서구 대저로299번길 6-0,카페/찻집,3738
45,명지첫집오션시티직영점,부산 강서구 명지오션시티11로 74-0,한식,3549
46,하라케이크부산점,부산 강서구 명지국제6로302번길 11-6,간이음식,3448
47,낭만송백,부산 강서구 맥도강변길 283-0,카페/찻집,3367
48,로다로지,부산 강서구 명지국제12로19번길 20-10,카페/찻집,3332
49,김가네가야밀면,부산 강서구 공항앞길 25-0,한식,3329
50,한그루양과점,부산 강서구 명지국제6로1번길 37-0,카페/찻집,3147
51,녹산용가든,부산 강서구 낙동남로682번길 94-0,한식,3144
52,봄내멸치쌈밥,부산 강서구 명지오션시티8로 27-0,한식,3039
53,채선당자연한가득부산명지점,부산 강서구 명지국제1로 60-1,외국식,3035
54,꿈꾸는요리사제과점2호점,부산 강서구 신호산단4로 54-0,간이음식,3034
55,박가네순두부,부산 강서구 신호산단1로98번길 91-0,한식,3033
56,로빈뮤지엄,부산 강서구 신호산단1로140번길 71-0,카페/찻집,2942
57,영진돼지국밥신호점,부산 강서구 신호산단2로49번길 48-0,한식,2922
58,영진돼지국밥,부산 강서구 과학산단로 349-0,한식,2896
59,부산지방법원 서부지원카페,부산 강서구 명지국제7로 77-0,카페/찻집,2850
60,투썸플레이스부산대저점,부산 강서구 공항로811번가길 27-1,카페/찻집,2835
61,대마등,부산 강서구 르노삼성대로 574-0,한식,2740
62,글리제,부산 강서구 가덕해안로 592-0,카페/찻집,2720
63,류센소명지점,부산 강서구 명지국제5로148번길 16-1,외국식,2706
64,효돈까스명지국제신도시점,부산 강서구 명지국제6로318번길 38-0,외국식,2622
65,푸디 1354,부산 강서구 가락대로 1354-0,한식,2621
66,챠오샤브,부산 강서구 명지국제2로28번길 23-0,한식,2614
67,할리스부산명지국제신도시점,부산 강서구 명지국제11로 57-0,카페/찻집,2562
68,현풍닭칼국수명지점,부산 강서구 명지국제8로 286-0,한식,2550
69,목구멍명지점,부산 강서구 명지국제6로 246-0,한식,2436
70,하이멍애견카페,부산 강서구 봉림길203번길 119-1,카페/찻집,2412
71,영광수산회센터,부산 강서구 명지국제6로318번길 8-0,외국식,2408
72,소고기집박군,부산 강서구 명지국제6로220번길 5-4,한식,2395
73,꿈꾸는요리사국제신도시점,부산 강서구 명지국제8로 230-0,간이음식,2388
74,명지광복경양식,부산 강서구 명지국제6로220번길 19-0,외국식,2379
75,명지선창회타운,부산 강서구,기타음식,2347
76,그날이후불타는삼겹살,부산 강서구 새진목길11번길 22-0,한식,2325
77,롯데리아명지국제신도시점,부산 강서구 명지국제8로 233-0,간이음식,2320
78,산골애명지점,부산 강서구 명지오션시티1로 173-0,외국식,2279
79,우적명지점,부산 강서구 명지국제6로1번가길 6-0,한식,2216
80,일삼육고기집,부산 강서구 명지국제8로 293-0,한식,2146
81,동해수산,부산 강서구 신호산단1로72번길 7-0,외국식,2131
82,24시전주명가콩나물국밥부산명지점,부산 강서구 명지국제8로 296-0,한식,2126
83,온든해,부산 강서구 공항로239번길 29-0,카페/찻집,2121
84,시소,부산 강서구 신호산단4로64번길 8-0,외국식,2053
85,수차이나[중식],부산 강서구 낙동남로 335-0,외국식,2047
86,호당물총칼국수사계절밀면,부산 강서구 명지국제8로 289-0,한식,1972
87,선창갈삼구이,부산 강서구 르노삼성대로 602-0,외국식,1969
88,자담면가,부산 강서구 영강길81번길 10-0,한식,1921
89,삼성갈미조개,부산 강서구 르노삼성대로 602-0,외국식,1860
90,이자벨,부산 강서구 공항앞길51번길 28-0,카페/찻집,1850
91,SUBWAY부산명지국제신도시점,부산 강서구 명지국제8로 264-0,간이음식,1845
92,차돌풍명지신도시점,부산 강서구 명지국제6로242번길 12-2,한식,1843
93,앙탄,부산 강서구 식만로 118-1,외국식,1813
94,커피명가부산가덕도점,부산 강서구 가덕해안로 748-0,카페/찻집,1800
95,예이제게장백반가덕도점,부산 강서구 가덕해안로773번길 2-0,한식,1776
96,수미가칼국수,부산 강서구 영강길 157-0,한식,1759
97,꿈꾸는요리사제과점,부산 강서구 명지오션시티4로 62-0,간이음식,1747
98,일오공삼,부산 강서구 천성로 38-0,카페/찻집,1719
99,정스시,부산 강서구 명지오션시티8로22번길 7-0,외국식,1699
100,진저하우스베이커리카페,부산 강서구 명지국제5로148번길 5-1,카페/찻집,1697
