연령대,남성방문 비율,여성방문 비율
70세 이상,8.6,6.0
60~69세,8.9,18.0
50~59세,8.6,16.4
40~49세,6.7,9.6
30~39세,3.6,4.7
20~29세,2.3,3.2
10~19세,1.6,1.0
