기준연월,지역명,방문자 수
202108,경기도 화성시 ,7626299.0
202110,경기도 화성시 ,8614158.0
202109,경기도 화성시 ,8359182.0
202111,경기도 화성시 ,7949473.0
202112,경기도 화성시 ,7240214.0
202201,경기도 화성시 ,7307793.0
202202,경기도 화성시 ,6502895.0
202203,경기도 화성시 ,7790811.0
202204,경기도 화성시 ,8464954.0
202205,경기도 화성시 ,8864544.0
202206,경기도 화성시 ,8073032.0
202207,경기도 화성시 ,8434911.0
