동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
150,2182,기타가족,이모_가족_조카,미식,맛집_바나나_옥수수
100,1368,연인,애인_커플_연인,자연경관,계곡_폭포_해안
44,551,부모님,아빠_아버지_엄빠,레포츠/운동,캠핑_산행_등산
43,163,회사동료,대리_임원,문화예술,노래방_수족관_아쿠아리움
31,72,자녀,아들_딸,역사유적,다리_정자_사찰
19,72,배우자,남편_와이프_신랑,휴식/힐링,불멍_나들이_물멍
14,21,학생,중딩_초등학생_고딩,반려동물,애견_반려견_유기견
1,10,친구,친구,체험,수학여행_농촌체험_생태체험
