연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,2.1
60~69세,14.6,5.9
50~59세,17.4,7.1
40~49세,12.3,4.4
30~39세,14.0,3.8
20~29세,10.5,2.1
10~19세,0.6,0.6
