유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 종로구 , 서울특별시 중구,12.4,1
서울특별시 용산구 , 서울특별시 중구,9.5,1
서울특별시 강남구 , 서울특별시 중구,8.0,1
서울특별시 성동구 , 서울특별시 중구,6.3,1
서울특별시 서초구 , 서울특별시 중구,5.3,1
서울특별시 마포구 , 서울특별시 중구,4.7,1
서울특별시 성북구 , 서울특별시 중구,3.6,1
서울특별시 동대문구 , 서울특별시 중구,3.6,1
서울특별시 영등포구 , 서울특별시 중구,3.4,1
서울특별시 서대문구 , 서울특별시 중구,3.1,1
서울특별시 송파구 , 서울특별시 중구,3.0,1
서울특별시 광진구 , 서울특별시 중구,1.7,1
서울특별시 강서구 , 서울특별시 중구,1.6,1
서울특별시 은평구 , 서울특별시 중구,1.5,1
경기도 남양주시 , 서울특별시 중구,1.5,1
경기도 고양시 덕양구 , 서울특별시 중구,1.4,1
서울특별시 동작구 , 서울특별시 중구,1.4,1
경기도 성남시 분당구 , 서울특별시 중구,1.3,1
서울특별시 노원구 , 서울특별시 중구,1.3,1
서울특별시 양천구 , 서울특별시 중구,1.2,1
 서울특별시 중구,서울특별시 종로구,19.3,2
 서울특별시 중구,서울특별시 용산구,13.3,2
 서울특별시 중구,서울특별시 강남구,11.2,2
 서울특별시 중구,서울특별시 마포구,5.2,2
 서울특별시 중구,서울특별시 성동구,5.0,2
 서울특별시 중구,서울특별시 서초구,4.6,2
 서울특별시 중구,서울특별시 영등포구,3.7,2
 서울특별시 중구,서울특별시 성북구,3.2,2
 서울특별시 중구,서울특별시 서대문구,2.9,2
 서울특별시 중구,서울특별시 동대문구,2.7,2
 서울특별시 중구,서울특별시 송파구,2.6,2
 서울특별시 중구,서울특별시 관악구,1.9,2
 서울특별시 중구,서울특별시 광진구,1.6,2
 서울특별시 중구,경기도 고양시 덕양구,1.6,2
 서울특별시 중구,경기도 남양주시,1.5,2
 서울특별시 중구,서울특별시 강서구,1.0,2
 서울특별시 중구,경기도 하남시,0.9,2
 서울특별시 중구,경기도 파주시,0.9,2
 서울특별시 중구,서울특별시 은평구,0.8,2
 서울특별시 중구,경기도 성남시 분당구,0.8,2
