연령대,남성방문 비율,여성방문 비율
70세 이상,4.8,4.6
60~69세,12.1,8.0
50~59세,15.4,11.9
40~49세,9.8,7.4
30~39세,6.6,4.6
20~29세,5.5,3.1
10~19세,3.1,2.1
