동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
7,324,배우자,아내_남편,자연경관,폭포_산_둘레길,명성산
6,168,기타가족,가족_사위_엄마,레포츠/운동,글램핑_산행_등산,명성산
4,69,부모님,아부지_부모님,미식,차_떡볶이_식당,명성산
0,21,,,역사유적,다리_정자,명성산
0,9,,,휴식/힐링,힐링_나들이_힐링여행,명성산
0,1,,,문화예술,광장,명성산
