동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
2162,12278,기타가족,엄마_가족_언니,미식,맛집_바나나_식당
1424,1937,자녀,아들_딸_자녀,레포츠/운동,수영장_캠핑_캠핑여행
293,1831,연인,애인_커플_남자친구,자연경관,계곡_시골_숲
196,1077,부모님,할머니_할아버지_어머님,문화예술,아트센터_문화센터_북카페
167,927,회사동료,대리_동료_직원,휴식/힐링,나들이_힐링여행_힐링
37,549,학생,고딩_초딩_초등학생,역사유적,한옥_정자_누각
34,33,싱글,혼자_혼행_싱글,반려동물,애견_반려동물_유기견
31,16,배우자,신랑_아내_남편,체험,수학여행_족욕체험
26,0,친구,친구_지인,,
