동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1487,45875,친구,친구_동창_절친,레포츠/운동,낚시_캠핑_당구장
1410,32730,연인,애인_여자친구_커플,미식,맛집_맥주_바나나
1382,2792,기타가족,엄마_가족_사위,문화예술,노래방_공장_카지노
875,1424,부모님,외할머니_아버지_아부지,자연경관,계곡_바다_시골
830,1006,학생,중딩_고등학생_중학생,휴식/힐링,나들이_신혼여행_가을여행
635,265,자녀,아들_딸_자녀,역사유적,한옥_한옥마을_묘지
356,101,회사동료,대리_임원_직장상사,반려동물,유기견_애견_유기묘
83,91,배우자,신랑_아내_남편,체험,수학여행_시티투어
23,0,싱글,싱글_독신_혼자,,
