동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
8,63,기타가족,가족_엄마,미식,식당_맛집_카페,제주 보성시장
1,9,회사동료,차장,자연경관,바다_섬_해수욕장,제주 보성시장
0,2,,,역사유적,다리,제주 보성시장
