순위,관광지명,주소,분류,외지인 검색 수
1,경동시장,서울 동대문구 고산자로36길 3-0,시장,90862
2,청량리청과물시장,서울 동대문구 왕산로 167-0,시장,29803
3,아트몰링장안점,서울 동대문구 답십리로 288-0,쇼핑몰,14755
4,서울풍물시장,서울 동대문구 천호대로4길 21-0,시장,14735
5,서울경동약령시장,서울 동대문구 약령중앙로 10-0,시장,11657
6,롯데시네마청량리,서울 동대문구 왕산로 214-0,공연시설,11032
7,서울한방진흥센터,서울 동대문구 약령중앙로 26-0,기타문화관광지,6616
8,호텔더디자이너스청량리점,서울 동대문구 왕산로 226-0,호텔,6205
9,장안동근린공원,서울 동대문구,도시공원,5972
10,경남관광호텔,서울 동대문구 장한로 110-0,호텔,4994
11,현대시장,서울 동대문구 한천로11길 61-0,시장,4524
12,간데메공원,서울 동대문구 서울시립대로2길 59-0,도시공원,4401
13,불로장생타워,서울 동대문구 왕산로 117-0,쇼핑몰,4139
14,시그니처호텔,서울 동대문구 장한로21길 8-0,모텔,3717
15,전곡시장,서울 동대문구 한천로 190-0,시장,3628
16,호텔부티크나인,서울 동대문구 왕산로 28-0,호텔,3478
17,청량리수산시장,서울 동대문구 고산자로34길 48-1,시장,3437
18,이경시장,서울 동대문구 외대역동로 76-0,시장,3012
19,SM부티크호텔,서울 동대문구 천호대로 291-1,호텔,2660
20,부티크호텔K동대문점,서울 동대문구 천호대로 341-0,모텔,2550
21,쌍마모텔,서울 동대문구 전농로 12-0,모텔,2461
22,세종대왕기념관,서울 동대문구 회기로 56-0,전시시설,2417
23,장안온천,서울 동대문구 장안벚꽃로 107-0,웰니스관광,2406
24,호텔나인,서울 동대문구 장한로24길 8-0,모텔,2344
25,더리센츠호텔동대문,서울 동대문구 천호대로 383-0,호텔,2274
26,토모gym,서울 동대문구 사가정로 148-0,기타레저스포츠,2164
27,다락,서울 동대문구 천호대로2길 38-0,모텔,2146
28,경륜경정장안지점,서울 동대문구 장한로2길 33-0,육상레저스포츠,1964
29,A366호텔,서울 동대문구 장한로26가길 46-0,모텔,1924
30,행복한눈물,서울 동대문구 장한로 97-0,모텔,1893
31,청량종합도매시장,서울 동대문구 경동시장로 3-1,시장,1861
32,영휘원,서울 동대문구 홍릉로 90-0,역사유적지,1804
33,홍릉숲,서울 동대문구 회기로 57-0,자연공원,1646
34,동부시장,서울 동대문구 천호대로 281-0,시장,1569
35,전농로터리시장,서울 동대문구,시장,1517
36,힐스포츠파크,서울 동대문구 답십리로 209-0,기타레저스포츠,1463
37,듀펠센터,서울 동대문구 한천로26길 48-12,기타쇼핑시설,1444
38,보르조미호텔,서울 동대문구 천호대로83길 98-0,호텔,1433
39,시립동대문청소년센터,서울 동대문구 제기로33길 25-0,육상레저스포츠,1381
40,촬영소고개,서울 동대문구,자연경관(산),1342
41,연화사,서울 동대문구 경희대로3길 56-0,종교성지,1279
42,제기시장,서울 동대문구 제기로 19-0,시장,1240
43,호텔라하,서울 동대문구 이문로 174-1,호텔,1215
44,수호텔,서울 동대문구 이문로 14-0,호텔,1201
45,길벗호텔,서울 동대문구 장한로26가길 39-0,모텔,1163
46,법화정사,서울 동대문구 왕산로19다길 8-0,종교성지,1161
47,한솔동의보감,서울 동대문구 왕산로 109-0,쇼핑몰,1144
48,호텔31페이지,서울 동대문구 왕산로 238-1,호텔,1016
49,경남모텔,서울 동대문구 장한로26가길 33-0,모텔,965
50,한의약박물관,서울 동대문구 약령중앙로 26-0,전시시설,953
51,상도종합상사,서울 동대문구 천호대로67길 28-0,기타쇼핑시설,947
52,이지호텔,서울 동대문구 장한로26가길 37-0,모텔,935
53,르네상스모텔,서울 동대문구 장한로2길 76-0,모텔,899
54,선농단역사문화관,서울 동대문구 무학로44길 38-0,전시시설,896
55,클럽롤러힐,서울 동대문구 답십리로 209-0,육상레저스포츠,893
56,청량리농수산물시장,서울 동대문구,시장,875
57,아트웍스코리아,서울 동대문구 청계천로 539-0,기타쇼핑시설,868
58,미소공영,서울 동대문구,기타쇼핑시설,858
59,김희수기념수림아트센터,서울 동대문구 홍릉로 118-0,기타문화관광지,783
60,렛츠런CCC동대문지점,서울 동대문구 난계로 254-0,기타문화관광지,764
61,KOCCA콘텐츠문화광장,서울 동대문구 회기로 66-0,공연시설,756
62,V10클라이밍장한평점,서울 동대문구 장한로2길 63-0,기타레저스포츠,753
63,그림모텔,서울 동대문구 사가정로 19-0,모텔,742
64,골든씨티호텔,서울 동대문구 천호대로 377-0,호텔,678
65,용두시장,서울 동대문구 한빛로 62-1,시장,656
66,칸모텔,서울 동대문구 사가정로 7-0,모텔,614
67,청량리시장,서울 동대문구 홍릉로 13-0,시장,611
68,호텔모우,서울 동대문구 이문로 81-0,모텔,593
69,밀모텔,서울 동대문구 황물로 56-0,모텔,583
70,황금오피스텔,서울 동대문구 장한로21길 11-11,기타쇼핑시설,567
71,어반바스켓볼,서울 동대문구 천호대로 385-0,기타레저스포츠,566
72,장안벚꽃길,서울 동대문구,기타관광,552
73,HM풋살파크동대문점,서울 동대문구 천호대로 133-0,레저스포츠시설,538
74,배봉산근린공원,서울 동대문구 전농로16길 97-0,도시공원,531
75,청량사,서울 동대문구 제기로31길 10-3,종교성지,526
76,롯데시네마장안,서울 동대문구 답십리로 288-0,공연시설,493
77,디자인모텔엑스와이엠,서울 동대문구 왕산로 209-3,모텔,465
78,아우토반키즈카동대문점,서울 동대문구 장한로28가길 122-8,기타쇼핑시설,453
79,라마다앙코르서울동대문호텔,서울 동대문구 왕산로 22-0,호텔,452
80,M모텔,서울 동대문구 하정로 48-0,모텔,432
81,전곡마을마당공원,서울 동대문구,도시공원,412
82,호텔유니크바이포레,서울 동대문구 이문로 192-0,호텔,404
83,JW모텔,서울 동대문구 한천로14길 58-0,모텔,397
84,경동야채도매시장,서울 동대문구 고산자로40길 23-0,시장,391
85,아임반,서울 동대문구 장한로10길 17-0,기타쇼핑시설,382
86,용두근린공원,서울 동대문구,도시공원,375
87,한국경제발전전시관,서울 동대문구 회기로 47-0,전시시설,362
88,선농단,서울 동대문구 무학로44길 38-0,역사유적지,354
89,동네극장,서울 동대문구 안암로6길 19-0,공연시설,344
90,미나리공원,서울 동대문구 천호대로87길 43-0,도시공원,337
91,호텔야자경희대점,서울 동대문구 이문로 16-0,모텔,333
92,산타클라이밍,서울 동대문구 난계로30길 23-0,기타레저스포츠,315
93,가발백화점,서울 동대문구 왕산로 238-0,기타쇼핑시설,302
94,다이소장안사거리점,서울 동대문구 장한로25길 2-0,기타쇼핑시설,297
95,대한소방,서울 동대문구 천호대로16길 20-0,기타쇼핑시설,287
96,형제상회,서울 동대문구 천호대로12길 8-0,기타쇼핑시설,280
97,서울풍물시장전통문화체험관,서울 동대문구 천호대로4길 21-0,기타관광,272
98,하얀호텔,서울 동대문구 장한로 31-0,모텔,270
98,코코풀,서울 동대문구 사가정로 104-0,테마공원,270
100,마로니에어린이공원,서울 동대문구,도시공원,263
