기준연월,지역명,검색량(건)
202108,부산광역시 서구 ,1499
202109,부산광역시 서구 ,1543
202110,부산광역시 서구 ,2463
202111,부산광역시 서구 ,3290
202112,부산광역시 서구 ,2513
202201,부산광역시 서구 ,844
202202,부산광역시 서구 ,741
202203,부산광역시 서구 ,7713
202204,부산광역시 서구 ,724
202205,부산광역시 서구 ,1053
202206,부산광역시 서구 ,2168
202207,부산광역시 서구 ,778
