순위,관광지명,주소,분류,현지인 검색 수
1,금산사,전북 김제시 모악15길 1-0,종교성지,3834
2,엠카운티스파힐스CC,전북 김제시 온천길 37-0,육상레저스포츠,1870
3,벽골제,전북 김제시 벽골제로 442-0,복합관광시설,1555
4,심포항,전북 김제시,자연경관(하천/해양),1443
5,더나인골프클럽,전북 김제시 대화1길 8-75,육상레저스포츠,946
6,아네스빌CC,전북 김제시 서옥길 71-0,육상레저스포츠,731
7,모악산도립공원,전북 김제시,자연공원,586
8,김제전통시장,전북 김제시 성산길 0-0,시장,468
9,금평저수지,전북 김제시,자연경관(하천/해양),377
10,망해사,전북 김제시 심포10길 94-0,종교성지,356
11,모다아울렛전주김제점,전북 김제시 콩쥐팥쥐로 855-0,쇼핑몰,339
12,시민문화체육공원,전북 김제시,도시공원,307
13,휘게팜,전북 김제시 백학로 75-59,농/산/어촌체험,293
14,김제상설시장,전북 김제시 동서4길 15-0,시장,286
15,모꼬지캠핑장,전북 김제시 모악로 167-18,캠핑,216
16,국립청소년농생명센터,전북 김제시 벽골제로 421-0,기타문화관광지,203
17,아리랑문학마을,전북 김제시 화초로 180-0,기타관광,201
18,귀신사,전북 김제시 청도6길 40-0,종교성지,198
19,수모텔,전북 김제시 콩쥐팥쥐로 95-23,모텔,175
19,새만금33센터전망대,전북 김제시 새만금로 1499-0,랜드마크관광,175
21,샵모텔,전북 김제시 동서1길 42-0,모텔,172
22,김제모악산캠핑파크,전북 김제시 모악로 476-31,캠핑,158
23,백산관망대,전북 김제시,랜드마크관광,155
24,모텔스카이,전북 김제시 콩쥐팥쥐로 93-13,모텔,152
25,성산공원,전북 김제시,도시공원,150
26,김제지평선축제,전북 김제시 벽골제로 442-0,기타문화관광지,119
27,만경능제,전북 김제시,자연경관(하천/해양),116
28,엄지모텔,전북 김제시 봉두로 49-0,모텔,115
29,올망졸망지평선시네마,전북 김제시 도작로 224-32,공연시설,111
29,청운사,전북 김제시 청공로 185-80,종교성지,111
31,위즈무인텔,전북 김제시 동서1길 14-0,모텔,107
32,안모텔,전북 김제시 동헌3길 9-0,모텔,105
33,모악랜드눈썰매장,전북 김제시 모악로 476-39,육상레저스포츠,92
34,김제지평선야구장,전북 김제시 화동골1길 181-0,레저스포츠시설,90
35,흥복사,전북 김제시 승반길 103-0,종교성지,80
36,드라이브인무인텔탐스,전북 김제시 벽성로 386-0,모텔,79
37,김제탑모텔,전북 김제시 콩쥐팥쥐로 95-29,모텔,78
37,김제향교,전북 김제시 향교길 89-3,역사유적지,78
39,성모암,전북 김제시 화포3길 54-9,종교성지,75
40,대율저수지,전북 김제시,자연경관(하천/해양),73
41,말콤포도교육농장,전북 김제시 하공로 443-69,기타관광,71
42,찜모텔,전북 김제시 콩쥐팥쥐로 95-14,모텔,68
43,전군명품가구단지,전북 김제시,기타쇼핑시설,66
44,김제스파랜드야구장,전북 김제시,레저스포츠시설,63
44,하소백련축제,전북 김제시,기타문화관광지,63
46,다이소김제점,전북 김제시 도작로 59-0,기타쇼핑시설,60
47,에프모텔,전북 김제시,모텔,57
47,벽골제모텔,전북 김제시 만경로 23-0,모텔,57
47,금천저수지,전북 김제시 대율2길 268-0,자연경관(하천/해양),57
47,김제원평시장,전북 김제시 원평6길 39-10,시장,57
51,지평선모텔,전북 김제시 만경로 21-0,모텔,53
52,모텔심포장,전북 김제시 심포6길 89-13,모텔,52
52,만경수련원,전북 김제시 화포4길 30-0,육상레저스포츠,52
54,조정래아리랑문학관,전북 김제시 용성1길 24-0,기타문화관광지,45
55,김제모악산축제,전북 김제시 모악로 455-0,기타문화관광지,44
55,전주실내바다낚시터,전북 김제시 선비로 635-0,수상레저스포츠,44
57,금복사,전북 김제시 산치1길 58-0,종교성지,39
58,휠라파크모텔,전북 김제시 봉두로 46-4,모텔,37
59,김제지평선홀스랜드,전북 김제시 장산2길 117-26,육상레저스포츠,36
60,금산사낚시터,전북 김제시,수상레저스포츠,35
61,꿈의궁전,전북 김제시 서낭당길 121-9,모텔,33
61,관제저수지,전북 김제시,자연경관(하천/해양),33
63,금산사계곡,전북 김제시,자연경관(산),32
64,녹색전기도매,전북 김제시 두월로 189-0,기타쇼핑시설,31
64,로컬랜드,전북 김제시 수룡귀지길 276-4,농/산/어촌체험,31
66,원모텔,전북 김제시 하정로 26-0,모텔,29
66,구만경교,전북 김제시,기타관광,29
68,세븐모텔,전북 김제시 콩쥐팥쥐로 95-22,모텔,28
69,무인텔큐,전북 김제시 진남길 19-0,모텔,27
69,만경강문화관,전북 김제시 번영로 2055-0,전시시설,27
71,한솔모텔,전북 김제시 진남길 16-7,모텔,26
71,백산저수지,전북 김제시,자연경관(하천/해양),26
71,주근깨딸기,전북 김제시 유강로 370-53,농/산/어촌체험,26
74,이석정선생생가,전북 김제시 요교길 187-0,역사유적지,24
75,백구유료낚시터,전북 김제시 봉의로 131-65,수상레저스포츠,23
76,PGA무인텔,전북 김제시,모텔,22
76,쌍용사,전북 김제시 금산사1길 70-11,종교성지,22
78,백구소공원,전북 김제시,도시공원,21
79,예림미술관,전북 김제시 양시로 69-6,전시시설,20
79,혜봉사,전북 김제시 양시로 142-13,종교성지,20
81,현대파크장,전북 김제시 동서2길 14-0,모텔,19
82,블루모텔,전북 김제시 콩쥐팥쥐로 95-25,모텔,18
82,당월저수지,전북 김제시,자연경관(하천/해양),18
84,관망모텔,전북 김제시 하정1길 40-0,모텔,17
84,온더힐,전북 김제시 신성길 51-0,펜션/민박,17
84,와모텔,전북 김제시 하정로 17-0,모텔,17
84,타임모텔,전북 김제시 콩쥐팥쥐로 103-0,모텔,17
84,CF모텔,전북 김제시 벽지산로 231-1,모텔,17
84,당제,전북 김제시,자연경관(하천/해양),17
90,수류산골야영장,전북 김제시 수류로 557-75,캠핑,16
90,팔봉도예,전북 김제시 화초로 2-0,공예체험,16
90,건지법인,전북 김제시 영동1길 33-0,시장,16
93,동진장,전북 김제시 봉두로 44-0,모텔,15
94,해인정사,전북 김제시 산치2길 37-0,종교성지,14
94,문수사,전북 김제시 황산5길 158-0,종교성지,14
94,청아파크골프장,전북 김제시,육상레저스포츠,14
97,비치모텔,전북 김제시 벽지산로 260-0,모텔,13
97,에스모텔,전북 김제시 콩쥐팥쥐로 91-15,모텔,13
97,금정사,전북 김제시 선동로 620-32,종교성지,13
97,용봉사,전북 김제시 봉의로 205-0,종교성지,13
