기준연월,지역명,검색량(건)
202108,전라북도 김제시 ,393
202109,전라북도 김제시 ,581
202110,전라북도 김제시 ,466
202111,전라북도 김제시 ,834
202112,전라북도 김제시 ,96
202201,전라북도 김제시 ,42
202202,전라북도 김제시 ,105
202203,전라북도 김제시 ,62
202204,전라북도 김제시 ,51
202205,전라북도 김제시 ,404
202206,전라북도 김제시 ,466
202207,전라북도 김제시 ,319
