유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라북도 전주시 완산구 , 전라북도 김제시,26.3,1
전라북도 전주시 덕진구 , 전라북도 김제시,17.4,1
전라북도 익산시 , 전라북도 김제시,12.0,1
전라북도 완주군 , 전라북도 김제시,8.8,1
전라북도 정읍시 , 전라북도 김제시,8.5,1
전라북도 군산시 , 전라북도 김제시,8.4,1
전라북도 부안군 , 전라북도 김제시,5.4,1
전라북도 고창군 , 전라북도 김제시,1.0,1
충청남도 논산시 , 전라북도 김제시,0.8,1
충청남도 서천군 , 전라북도 김제시,0.8,1
전라북도 임실군 , 전라북도 김제시,0.8,1
충청남도 공주시 , 전라북도 김제시,0.6,1
대전광역시 유성구 , 전라북도 김제시,0.5,1
광주광역시 광산구 , 전라북도 김제시,0.5,1
전라남도 장성군 , 전라북도 김제시,0.4,1
광주광역시 북구 , 전라북도 김제시,0.4,1
대전광역시 서구 , 전라북도 김제시,0.3,1
광주광역시 서구 , 전라북도 김제시,0.3,1
전라북도 진안군 , 전라북도 김제시,0.3,1
충청남도 부여군 , 전라북도 김제시,0.3,1
 전라북도 김제시,전라북도 전주시 완산구,22.3,2
 전라북도 김제시,전라북도 군산시,16.4,2
 전라북도 김제시,전라북도 전주시 덕진구,14.1,2
 전라북도 김제시,전라북도 익산시,12.7,2
 전라북도 김제시,전라북도 부안군,9.4,2
 전라북도 김제시,전라북도 완주군,6.1,2
 전라북도 김제시,전라북도 정읍시,4.0,2
 전라북도 김제시,전라북도 고창군,2.4,2
 전라북도 김제시,전라남도 목포시,0.8,2
 전라북도 김제시,광주광역시 광산구,0.7,2
 전라북도 김제시,충청남도 서천군,0.7,2
 전라북도 김제시,충청남도 보령시,0.7,2
 전라북도 김제시,광주광역시 서구,0.6,2
 전라북도 김제시,광주광역시 북구,0.4,2
 전라북도 김제시,충청남도 부여군,0.4,2
 전라북도 김제시,전라북도 임실군,0.4,2
 전라북도 김제시,전라남도 담양군,0.4,2
 전라북도 김제시,대전광역시 유성구,0.4,2
 전라북도 김제시,충청남도 논산시,0.4,2
 전라북도 김제시,전라남도 영광군,0.3,2
