순위,관광지명,주소,분류,합산 검색 수
1,밀리토피아호텔,경기 성남시 수정구,호텔,44194
2,롯데시네마위례,경기 성남시 수정구 위례광장로 104-0,공연시설,40966
3,나인트리프리미어호텔서울판교,경기 성남시 수정구 창업로 18-0,호텔,37429
4,성남중앙공설시장,경기 성남시 수정구 수정로 109-0,시장,36975
5,롯데시네마판교,경기 성남시 수정구 창업로 18-0,공연시설,35103
6,파미어스몰,경기 성남시 수정구 창업로 18-0,쇼핑몰,31990
7,롯데시네마성남중앙,경기 성남시 수정구 산성대로 267-0,공연시설,31378
8,성남공군체력단련장,경기 성남시 수정구 대왕판교로 1210-0,육상레저스포츠,24576
9,신구대학교식물원,경기 성남시 수정구 적푸리로 9-0,테마공원,13591
10,수정커뮤니티센터,경기 성남시 수정구 탄리로 59-0,기타문화관광지,13290
11,봉국사,경기 성남시 수정구 태평로 79-0,종교성지,11712
12,모란고개,경기 성남시 수정구,자연경관(산),7974
13,현충탑,경기 성남시 수정구,역사유물,7097
14,성남종합시장,경기 성남시 수정구,시장,6336
15,정토사,경기 성남시 수정구 옛골로42번길 3-0,종교성지,5232
16,엑셀로이콰인R&D센터,경기 성남시 수정구 여수대로29번길 52-0,육상레저스포츠,5113
17,킹주니어스포츠클럽,경기 성남시 수정구 사송로77번길 31-0,기타레저스포츠,5108
18,호텔야자위례점,경기 성남시 수정구 위례광장로 9-10,모텔,5019
19,위례중앙광장,경기 성남시 수정구 위례한빛로 3-6,기타관광,4829
20,밀리토피아호텔,경기 성남시 수정구 위례대로 83-0,호텔,4614
21,판교어린이천문대,경기 성남시 수정구 달래내로377번길 11-0,기타관광,3883
22,태평동탄천물놀이장,경기 성남시 수정구 탄천로 0-0,테마공원,3508
23,성남아트리움,경기 성남시 수정구 수정로171번길 10-0,기타문화관광지,3461
24,청계산골든밸리캠핑장,경기 성남시 수정구 달래내로221번길 17-5,캠핑,3402
25,영장공원,경기 성남시 수정구,도시공원,3156
26,위례스토리박스,경기 성남시 수정구 헌릉로 991-0,기타문화관광지,2982
27,양지공원축구장,경기 성남시 수정구,레저스포츠시설,2916
28,스토피아아카데미,경기 성남시 수정구 동판교로 308-0,기타레저스포츠,2900
29,저스트스테이호텔남한산성점,경기 성남시 수정구 산성대로475번길 6-2,모텔,2638
30,희망대공원,경기 성남시 수정구 공원로370번길 26-0,도시공원,2466
31,배뫼산축구장,경기 성남시 수정구,레저스포츠시설,2292
32,킹콩반품마트판교점,경기 성남시 수정구 대왕판교로 806-0,기타쇼핑시설,2105
33,앙띠브모텔,경기 성남시 수정구 논골로7번길 4-0,모텔,2062
34,두손조경자재,경기 성남시 수정구 사송로77번길 9-0,기타쇼핑시설,1805
35,중앙시장,경기 성남시 수정구 수정로 109-0,시장,1686
36,현대시장,경기 성남시 수정구 수정북로 18-0,시장,1625
37,대왕저수지,경기 성남시 수정구 청계산로 0-0,자연경관(하천/해양),1590
38,대원사,경기 성남시 수정구 위례동이로 63-0,종교성지,1576
39,성남문화원,경기 성남시 수정구 산성대로215번길 7-0,교육시설,1504
40,자라홈더그레이,경기 성남시 수정구 적푸리로 34-0,기타쇼핑시설,1382
41,위례주제공원물놀이장,경기 성남시 수정구 위례순환로4길 2-1,테마공원,1304
42,무인호텔피씨,경기 성남시 수정구 산성대로269번길 6-15,모텔,1261
43,탄천민물고기습지생태원,경기 성남시 수정구,기타관광,1216
44,모텔캐슬,경기 성남시 수정구 논골로11번길 7-0,모텔,1169
45,청계산옛골마을등산로,경기 성남시 수정구,기타레저스포츠,1076
