순위,관광지명,주소,분류,
1,현대백화점/중동점,경기 부천시 길주로 180-0,쇼핑,경기도 부천시
2,이마트/중동점,경기 부천시 석천로 188-0,쇼핑,경기도 부천시
3,스타필드시티/부천,경기 부천시 옥길로 1-0,쇼핑,경기도 부천시
4,홈플러스/부천상동점,경기 부천시 길주로 118-0,쇼핑,경기도 부천시
5,롯데백화점/중동점,경기 부천시 길주로 300-0,쇼핑,경기도 부천시
6,뉴코아아울렛/부천점,경기 부천시 송내대로 239-0,쇼핑,경기도 부천시
7,이마트트레이더스/부천점,경기 부천시 옥길로 1-0,쇼핑,경기도 부천시
8,이마트/부천점,경기 부천시 부천로 1-0,쇼핑,경기도 부천시
9,홈플러스/부천소사점,경기 부천시 경인로 532-0,쇼핑,경기도 부천시
10,상동호수공원,경기 부천시 길주로 16-0,자연관광지,경기도 부천시
11,세이브존/부천상동점,경기 부천시 길주로 105-0,쇼핑,경기도 부천시
12,홈플러스/부천여월점,경기 부천시 소사로 663-0,쇼핑,경기도 부천시
13,현대백화점 유플렉스/중동점,경기 부천시 길주로 172-0,쇼핑,경기도 부천시
14,부천종합운동장,경기 부천시 소사로 482-0,기타관광지,경기도 부천시
15,부천중앙공원,경기 부천시 소향로 162-0,자연관광지,경기도 부천시
16,부천체육관,경기 부천시 석천로 293-0,기타관광지,경기도 부천시
17,웅진플레이도시,경기 부천시 조마루로 2-0,휴양관광지,경기도 부천시
18,다이소/부천중동본점,경기 부천시 길주로 267-0,쇼핑,경기도 부천시
19,한국만화박물관,경기 부천시 길주로 1-0,문화시설,경기도 부천시
20,복사골문화센터,경기 부천시 장말로 107-0,문화시설,경기도 부천시
21,삼성전자서비스/중동센터,경기 부천시 길주로 254-0,쇼핑,경기도 부천시
22,TOONA,경기 부천시 부일로 223-0,쇼핑,경기도 부천시
23,상동시장,경기 부천시 장말로200번길 49-0,쇼핑,경기도 부천시
24,롯데시네마/부천,경기 부천시 길주로 280-0,공연/행사,경기도 부천시
25,다이소/부천옥길동점,경기 부천시 양지로 125-0,쇼핑,경기도 부천시
26,중동사랑시장,경기 부천시 장말로199번길 33-0,쇼핑,경기도 부천시
27,삼성디지털프라자/메가스토어중동점,경기 부천시 길주로 254-0,쇼핑,경기도 부천시
28,남부수자원생태공원,경기 부천시 연동로 89-0,자연관광지,경기도 부천시
29,부천자유시장,경기 부천시 자유로 33-0,쇼핑,경기도 부천시
30,웅진플레이도시골프장,경기 부천시 조마루로 2-0,레포츠(육상/해상/항공),경기도 부천시
31,부천시립상동도서관,경기 부천시 상이로 12-0,문화시설,경기도 부천시
32,고릴라캠핑/부천점,경기 부천시 봉오대로 409-0,쇼핑,경기도 부천시
33,롯데하이마트/부천중동점,경기 부천시 길주로 255-0,쇼핑,경기도 부천시
34,역곡상상시장,경기 부천시 부일로749번길 21-0,쇼핑,경기도 부천시
35,까뮤스퀘어피노키오,경기 부천시 부천로3번길 48-0,쇼핑,경기도 부천시
36,플레이아쿠아리움/부천,경기 부천시 조마루로 2-0,휴양관광지,경기도 부천시
37,강남종합시장,경기 부천시 옥산로150번길 5-0,쇼핑,경기도 부천시
38,부천로보파크,경기 부천시 평천로 655-0,문화시설,경기도 부천시
39,서영아너시티2차,경기 부천시 양지로 205-0,쇼핑,경기도 부천시
40,부천자연생태공원,경기 부천시 길주로 660-0,휴양관광지,경기도 부천시
41,부천시립원미도서관,경기 부천시 소사로 456-0,문화시설,경기도 부천시
42,CGV/부천옥길,경기 부천시 옥길로 124-0,공연/행사,경기도 부천시
43,CGV/부천역,경기 부천시 부일로 460-0,공연/행사,경기도 부천시
44,소사종합시장,경기 부천시 경인옛로22번길 28-0,쇼핑,경기도 부천시
45,퀸즈파크C,경기 부천시 옥길로 124-0,쇼핑,경기도 부천시
46,아인스월드,경기 부천시 도약로 1-0,휴양관광지,경기도 부천시
47,다이소/부천상동역점,경기 부천시 상동로 83-0,쇼핑,경기도 부천시
48,CGV/역곡,경기 부천시 경인로 505-0,공연/행사,경기도 부천시
49,영스포렉스,경기 부천시 경인로 125-0,레포츠(육상/해상/항공),경기도 부천시
50,아기동물체험나눔농장,경기 부천시,기타관광지,경기도 부천시
51,송내사회체육관,경기 부천시 경인로120번길 45-0,기타관광지,경기도 부천시
52,노브랜드/부천중동점,경기 부천시 부흥로315번길 58-0,쇼핑,경기도 부천시
53,역곡역북부광장,경기 부천시,자연관광지,경기도 부천시
54,도당공원,경기 부천시 부천로354번길 100-0,자연관광지,경기도 부천시
55,퀸즈파크A,경기 부천시 옥길로 116-0,쇼핑,경기도 부천시
56,부천시립꿈빛도서관,경기 부천시 신흥로275번길 19-0,문화시설,경기도 부천시
57,노브랜드/부천상동점,경기 부천시 장말로 1-0,쇼핑,경기도 부천시
58,원미종합시장,경기 부천시 조종로49번길 0-0,쇼핑,경기도 부천시
59,신흥시장,경기 부천시 평천로721번길 14-2,쇼핑,경기도 부천시
60,부천식물원,경기 부천시 길주로 660-0,휴양관광지,경기도 부천시
61,원미산진달래축제,경기 부천시,기타관광지,경기도 부천시
62,LG전자서비스센터/부천점,경기 부천시 길주로 285-0,쇼핑,경기도 부천시
63,석왕사,경기 부천시 소사로 367-0,역사관광지,경기도 부천시
64,CGV/부천,경기 부천시 길주로 172-0,공연/행사,경기도 부천시
65,롯데시네마/부천역,경기 부천시 부천로 11-0,공연/행사,경기도 부천시
66,부천시립한울빛도서관,경기 부천시 소사로 107-0,문화시설,경기도 부천시
67,부천자연생태박물관,경기 부천시 길주로 660-0,문화시설,경기도 부천시
68,삼성전자서비스/부천휴대폰센터,경기 부천시 경인로 107-0,쇼핑,경기도 부천시
69,다이소/부천원종동점,경기 부천시 소사로 776-1,쇼핑,경기도 부천시
70,롯데하이마트/오정점,경기 부천시 소사로 672-0,쇼핑,경기도 부천시
71,상동호수공원,경기 부천시 길주로 16-0,문화관광,경기도 부천시
72,노브랜드/부천상이동점,경기 부천시 조마루로 87-0,쇼핑,경기도 부천시
73,CGV/소풍,경기 부천시 송내대로 239-0,공연/행사,경기도 부천시
74,역곡마트,경기 부천시 지봉로 116-0,쇼핑,경기도 부천시
75,부천축산물공판장,경기 부천시 송내대로518번길 71-0,쇼핑,경기도 부천시
76,고강제일시장,경기 부천시 고강로92번길 41-0,쇼핑,경기도 부천시
