업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,5.3964908E8
쇼핑업,레저용품쇼핑,9.946054287E9
쇼핑업,대형쇼핑몰,8.1728427789E10
숙박업,기타숙박,1.496784518E9
식음료업,식음료,1.91113720489E11
여가서비스업,관광유원시설,1.023811E8
여가서비스업,골프장,3.70990775E9
여가서비스업,기타레저,1.842556111E9
여가서비스업,문화서비스,2.206651207E9
여행업,여행업,6.353E7
운송업,렌터카,5.02415833E8
운송업,육상운송,300000.0
