기준연월,지역명,방문자 수
202108,대전광역시 중구 ,2721302.0
202110,대전광역시 중구 ,3248657.0
202109,대전광역시 중구 ,3196238.0
202111,대전광역시 중구 ,3171803.0
202112,대전광역시 중구 ,3047602.0
202201,대전광역시 중구 ,3086391.0
202202,대전광역시 중구 ,2573824.0
202203,대전광역시 중구 ,3011013.0
202204,대전광역시 중구 ,3140605.0
202205,대전광역시 중구 ,3630694.0
202206,대전광역시 중구 ,3235417.0
202207,대전광역시 중구 ,3401091.0
