순위,관광지명,주소,분류,외지인 검색 수
1,대전오월드,대전 중구 사정공원로 70-0,테마공원,82191
2,한화생명이글스파크,대전 중구 대종로 373-0,레저스포츠시설,31993
3,우리들공원,대전 중구 중앙로138번길 30-0,도시공원,26531
4,대전아쿠아리움,대전 중구 보문산공원로 469-0,테마공원,19231
5,뿌리공원,대전 중구 뿌리공원로 79-0,도시공원,18559
6,안영생활체육공원,대전 중구,도시공원,9587
7,문창시장,대전 중구 문창로10번길 45-0,시장,9201
8,CGV대전,대전 중구 계백로 1700-0,공연시설,8604
9,보문산전망대,대전 중구 보문산공원로 426-83,랜드마크관광,7602
10,대전근현대사전시관,대전 중구 중앙로 101-0,전시시설,7294
11,으능정이문화거리,대전 중구 중앙로 170-0,테마공원,7223
12,메가박스대전중앙로,대전 중구 중앙로 126-0,공연시설,5421
13,뉴삼부프라자,대전 중구 태평로 71-0,쇼핑몰,5358
14,사정공원,대전 중구 사정공원로 160-0,도시공원,5102
15,베스트인시티호텔,대전 중구 대종로386번길 1-0,모텔,4613
16,보문산,대전 중구,자연경관(산),3846
17,대전예술가의집,대전 중구 중앙로 32-0,기타문화관광지,3820
18,충청남도청구청사,대전 중구,역사유적지,3522
19,태평시장,대전 중구 평촌로105번길 62-0,시장,3368
20,베니키아호텔대림,대전 중구 대종로505번길 50-0,호텔,3037
21,루이스호텔,대전 중구 대종로386번길 53-0,모텔,2853
22,호텔썸,대전 중구 문창로102번길 22-0,모텔,2451
23,더리즈호텔,대전 중구 문창로98번길 38-0,모텔,2434
24,테미공원,대전 중구 보문로199번길 37-36,도시공원,2409
25,대전학생교육문화원,대전 중구 동서대로 1360-0,교육시설,2233
26,나인스팟호텔,대전 중구 중앙로129번길 28-0,모텔,2197
27,유천종합시장,대전 중구 계백로1584번길 28-0,시장,2059
28,대전오월드버드랜드,대전 중구 사정공원로 70-0,테마공원,2056
29,자우리호텔,대전 중구 대흥로111번길 35-0,모텔,1908
30,브라운도트호텔대전역점,대전 중구 대종로460번길 29-0,모텔,1853
