순위,관광지명,주소,분류,현지인 검색 수
1,고척근린공원,서울 구로구,도시공원,21895
2,가리봉시장,서울 구로구,시장,10758
3,고척스카이돔,서울 구로구 경인로 430-0,레저스포츠시설,10169
4,푸른수목원,서울 구로구 연동로 240-0,자연공원,7701
5,구로리공원,서울 구로구 구로중앙로 13-0,도시공원,5912
6,구로시장,서울 구로구 구로동로22길 17-4,시장,5291
7,지밸리몰,서울 구로구 디지털로 300-0,쇼핑몰,5163
8,롯데시티호텔구로,서울 구로구 디지털로 300-0,호텔,4994
9,리치몰,서울 구로구 구로중앙로 134-0,쇼핑몰,4450
10,CGV구로,서울 구로구 구로중앙로 152-0,공연시설,3726
11,포포인츠 바이 쉐라톤서울 구로,서울 구로구 디지털로32길 72-0,호텔,3555
12,개봉중앙시장,서울 구로구 개봉로17길 34-0,시장,3404
13,코업시티호텔,서울 구로구 경인로20가길 19-0,호텔,2681
14,라마다서울신도림호텔,서울 구로구 경인로 624-0,호텔,2660
15,거리공원,서울 구로구,도시공원,2398
16,남구로시장,서울 구로구 구로동로26길 25-0,시장,1567
17,천왕산가족캠핑장,서울 구로구 연동로12길 149-0,캠핑,1459
18,디큐브아트센터,서울 구로구 경인로 662-0,공연시설,1391
19,오류동역광장,서울 구로구,도시공원,1371
20,고척근린소공원,서울 구로구,도시공원,1321
21,고척근린시장,서울 구로구 경인로33길 103-0,시장,1186
22,롯데시네마신도림,서울 구로구 경인로 662-0,공연시설,1184
23,사모아쇼핑,서울 구로구 구일로10길 93-0,쇼핑몰,1175
24,쉐라톤서울디큐브시티호텔,서울 구로구 경인로 662-0,호텔,892
25,원각사,서울 구로구 오리로21가길 146-0,종교성지,875
26,다인빌딩,서울 구로구 구로중앙로18길 71-0,기타숙박,872
27,호텔컬리넌구로,서울 구로구 시흥대로 533-0,호텔,857
28,삼각어린이공원,서울 구로구,도시공원,643
29,구로아트밸리예술극장,서울 구로구 가마산로25길 9-24,공연시설,594
30,쎄비앙호텔,서울 구로구 경인로22길 37-0,모텔,558
31,넘버25호텔신도림점,서울 구로구 공원로6가길 22-0,모텔,555
32,문화골든타워,서울 구로구 경인로 373-0,기타쇼핑시설,544
33,씨네큐신도림점,서울 구로구 새말로 97-0,공연시설,482
34,서울특별시교육청과학전시관남부분관,서울 구로구 구로중앙로27나길 21-0,전시시설,405
35,아벨티앤비,서울 구로구 오리로 1356-0,기타쇼핑시설,399
36,모텔봄남구로점,서울 구로구 구로동로25길 26-0,모텔,396
37,코코모호텔,서울 구로구 새말로 20-0,호텔,380
38,레몬트리모텔,서울 구로구 경인로20나길 44-0,모텔,333
39,힐링탁구클럽,서울 구로구 구일로10길 93-0,기타레저스포츠,321
40,오류고가배드민턴장,서울 구로구 경인로 101-0,기타레저스포츠,316
41,구로거리공원,서울 구로구,도시공원,299
42,갤러리아호텔,서울 구로구 경인로22길 36-0,호텔,296
43,궁동저수지생태공원,서울 구로구,도시공원,277
44,라마다호텔서울신도림,서울 구로구 경인로 624-0,호텔,276
45,베르투모텔,서울 구로구 새말로16길 62-0,모텔,268
46,현준아이스링크,서울 구로구 목동남로 6-0,육상레저스포츠,264
47,고척스카이돔축구장,서울 구로구 안양천로 545-0,레저스포츠시설,262
48,노벰버모텔,서울 구로구 공원로6가길 20-0,모텔,255
49,구로제이에스호스텔,서울 구로구 남부순환로105길 32-0,모텔,242
50,모텔블리스,서울 구로구 공원로6가길 20-0,모텔,221
51,오류시장,서울 구로구 경인로19가길 14-1,시장,217
52,에이스클라이밍센터,서울 구로구 가마산로27길 14-0,기타레저스포츠,209
53,명화사,서울 구로구 가마산로20나길 11-0,종교성지,195
54,로꼬풋살아레나신도림점,서울 구로구 신도림로11나길 8-0,기타레저스포츠,191
55,그린아트홀,서울 구로구 경인로 661-0,공연시설,188
56,브론즈호텔,서울 구로구 공원로6가길 16-0,모텔,175
57,천왕근린공원,서울 구로구 금오로 878-0,도시공원,167
58,신도림테크노근린공원,서울 구로구,도시공원,165
59,계남근린공원축구장,서울 구로구,레저스포츠시설,162
60,구로꿈나무극장,서울 구로구 구로동로26길 54-0,공연시설,159
61,화원상상어린이공원,서울 구로구 벚꽃로 490-0,도시공원,153
62,오아시스모텔,서울 구로구 디지털로32길 97-10,모텔,144
63,베니키아프리미어호텔베르누이,서울 구로구 경인로 229-0,호텔,142
64,베스트웨스턴프리미어구로호텔,서울 구로구 디지털로32길 72-0,호텔,136
64,슈니트클럽,서울 구로구 도림천로 344-0,기타레저스포츠,136
66,항동저수지,서울 구로구,자연경관(하천/해양),134
67,오라모텔,서울 구로구 남부순환로105길 94-0,모텔,130
68,구로개봉유수지생태공원,서울 구로구,도시공원,128
69,잣절공원,서울 구로구 고척로21나길 103-0,도시공원,121
70,오슬로모텔,서울 구로구 개봉로20길 93-0,모텔,118
71,예술나무씨어터,서울 구로구 구로중앙로 134-0,공연시설,107
72,다이소구로구청점,서울 구로구 가마산로 263-0,기타쇼핑시설,91
73,유로파라텔,서울 구로구 새말로18길 142-0,모텔,89
74,본모텔,서울 구로구 경인로20나길 50-0,모텔,86
75,구로어린이교통공원,서울 구로구,도시공원,82
76,삐아제모텔,서울 구로구 경인로20나길 6-0,모텔,78
77,천왕근린공원캠핑장,서울 구로구 금오로 0-0,캠핑,76
78,안양천축구장,서울 구로구,레저스포츠시설,69
79,우신쇼핑,서울 구로구 오리로 1265-0,쇼핑몰,68
79,철도직원자녀기숙사,서울 구로구 경인로 248-29,기타쇼핑시설,68
81,항동철길,서울 구로구,기타관광,65
81,JAJU이마트에브리데이 구로항동점,서울 구로구 서해안로 2124-0,기타쇼핑시설,65
83,블리스모텔,서울 구로구 공원로8길 30-14,모텔,61
84,골든프라자,서울 구로구 부일로15길 20-0,기타쇼핑시설,59
85,다이소개봉남부역점,서울 구로구 남부순환로97길 3-0,기타쇼핑시설,58
86,피아노모텔,서울 구로구 경인로22길 17-0,모텔,57
87,솔길어린이공원,서울 구로구,도시공원,56
88,광명햇살광장,서울 구로구,도시공원,55
89,구로구리틀야구장,서울 구로구 경인로67길 0-0,레저스포츠시설,54
90,평화의 소녀상,서울 구로구,역사유물,52
91,폭스모텔,서울 구로구 경인로 226-34,모텔,51
92,덕의근린공원,서울 구로구 중앙로15길 72-0,도시공원,50
93,모텔애마,서울 구로구 구로동로 5-7,모텔,46
94,아이쿠아어린이수영장개봉점,서울 구로구 개봉로3길 51-0,테마공원,43
95,구로근린공원,서울 구로구 가마산로25길 21-0,도시공원,41
96,안양천c축구장,서울 구로구,레저스포츠시설,40
97,리씽크개봉관,서울 구로구 경인로 304-0,기타쇼핑시설,39
98,다이소구로디지털2호점,서울 구로구 시흥대로 557-0,기타쇼핑시설,37
99,로얄모텔,서울 구로구 개봉로23가길 2-0,모텔,36
100,관음사,서울 구로구 오리로22길 77-0,종교성지,35
