순위,업소명,주소,분류,현지인 검색 수
1,맥도날드서산DT점,충남 서산시 충의로 3-0,간이음식,3875
2,카페모월,충남 서산시 관청터길 7-1,카페/찻집,3822
3,스타벅스서산호수점,충남 서산시 호수공원2로 33-0,카페/찻집,3658
4,스타벅스서산예천DT점,충남 서산시 나무장1길 22-0,카페/찻집,3275
5,온석커피,충남 서산시 온석2길 33-13,카페/찻집,2911
6,버거킹서산호수공원점,충남 서산시 호수공원6로 72-0,간이음식,1780
7,은우커피,충남 서산시 향교3길 14-0,카페/찻집,1622
8,카페만조,충남 서산시 중왕뱃마을길 14-0,카페/찻집,1491
9,쿠우쿠우서산점,충남 서산시 안견로 242-0,외국식,1471
10,가보[중식],충남 서산시 호수공원9로 47-0,외국식,1454
11,화룡[중식],충남 서산시 안견로 269-0,외국식,1347
12,보배반점서산예천점 [중식],충남 서산시 예천7로 49-3,외국식,1235
13,투썸플레이스서산예천점,충남 서산시 예천1로 3-57,카페/찻집,1209
14,석남리창고,충남 서산시 석남1로 15-7,한식,1187
15,SUBWAY서산호수공원점,충남 서산시 호수공원12로 26-0,간이음식,1184
16,촌,충남 서산시 잠동4길 34-0,외국식,1055
17,레이크야드,충남 서산시 잠온길 86-0,카페/찻집,1043
18,안녕호선생,충남 서산시 잠홍2길 66-0,카페/찻집,1026
19,소박한밥상,충남 서산시 애정길 150-22,한식,1021
20,구움당,충남 서산시 율지2로 2-0,간이음식,921
21,온센서산점,충남 서산시 호수공원4로 8-0,외국식,866
22,덕수네가리비1호점,충남 서산시 독곶해변길 116-0,외국식,845
23,라멘집입니다,충남 서산시 한마음6로 43-0,외국식,831
24,3CATS성연점,충남 서산시 생동사동길 204-8,카페/찻집,796
25,고박사냉면초계국수서산본점,충남 서산시 동서1로 67-0,한식,789
26,장수촌,충남 서산시 동암마을길 306-0,한식,778
27,카페간월,충남 서산시 간월도1길 117-0,카페/찻집,752
28,배스킨라빈스서산예천점,충남 서산시 호수공원7로 14-0,간이음식,714
29,서산명소,충남 서산시 향교4로 23-0,한식,706
30,홍익돈까스서산점,충남 서산시 호수공원6로 61-0,외국식,687
31,카페다솔,충남 서산시 봉운로 951-125,카페/찻집,674
32,신전떡볶이서산호수공원점,충남 서산시 호수공원12로 7-0,간이음식,673
33,백반의신서산불고기[한식],충남 서산시 율지19길 47-16,한식,636
34,차이한[중식],충남 서산시 동서1로 4-9,외국식,626
35,엄가네 본가시골집,충남 서산시 고운로 260-5,한식,620
36,이비가짬뽕서산점 [중식],충남 서산시 호수공원3로 50-0,외국식,614
37,배가짬뽕[중식],충남 서산시 동서1로 81-0,외국식,612
38,가야관,충남 서산시 명륜3길 24-35,한식,606
39,콩사랑팥사랑,충남 서산시 야철지길 97-4,한식,597
40,인지한우마을,충남 서산시 무학로 1712-0,한식,591
41,수타명가[중식],충남 서산시 팔봉2로 34-0,외국식,582
42,나능이능이버섯백숙본점,충남 서산시 동서1로 235-0,한식,567
43,투썸플레이스서산호수공원점,충남 서산시 호수공원4로 27-0,카페/찻집,564
44,카페성연,충남 서산시 성연3로 141-0,카페/찻집,548
45,시골밥상앤구구돈,충남 서산시 신당1로 38-0,한식,537
46,레클루전,충남 서산시 한마음5로 32-0,카페/찻집,527
47,해미우시장,충남 서산시 읍성마을3길 24-0,외국식,522
48,서산축산농협한우프라자,충남 서산시 운암로 141-13,한식,521
49,카페호리,충남 서산시 범머리길 454-18,카페/찻집,511
49,오봉집서산점,충남 서산시 호수공원5로 7-0,외국식,511
51,빅쭌부대찌개서산본점,충남 서산시 호수공원9로 43-6,외국식,501
52,대도관[한식],충남 서산시 부춘3로 19-0,한식,498
53,서산우리한우프라자,충남 서산시 석지2길 14-0,한식,497
54,미다옴,충남 서산시 서해로 3577-0,외국식,493
55,도미노피자서산점,충남 서산시 안견로 274-0,간이음식,491
55,자연밥상[한식],충남 서산시 성연4로 141-17,한식,491
55,큰마을영양굴밥,충남 서산시 간월도1길 65-0,외국식,491
58,롯데리아서산호수공원점,충남 서산시 호수공원5로 39-0,간이음식,483
59,어스커피윈드브레드,충남 서산시 애정길 148-0,카페/찻집,477
59,투썸플레이스대산터미널점,충남 서산시 정자동2로 11-30,카페/찻집,477
61,해미호떡,충남 서산시 읍성마을2길 15-1,간이음식,468
62,정담명가남원추어탕,충남 서산시 동서1로 75-0,한식,466
63,스토브,충남 서산시 한마음5로 21-1,외국식,465
64,한가로이,충남 서산시 신창길 102-3,카페/찻집,463
65,진저보이해미,충남 서산시 읍성마을3길 48-8,카페/찻집,462
66,호연당,충남 서산시 호수공원9로 63-0,외국식,440
67,옥경이네,충남 서산시 천수만로 750-0,외국식,439
68,해설,충남 서산시 한마음16로 24-0,한식,428
69,육하원칙서산점,충남 서산시 예천3로 48-0,한식,423
70,송가네한우탕,충남 서산시 무학로 1897-0,한식,419
71,수복집,충남 서산시 취평2길 15-10,한식,415
72,자연뜰한정식[한식],충남 서산시 온석2길 24-0,한식,413
73,서가앤쿡서산점,충남 서산시 호수공원3로 52-0,외국식,410
74,미담,충남 서산시 삼길포7로 37-0,한식,409
75,쿠치아,충남 서산시 송바위골길 71-0,카페/찻집,402
76,궁생고기전문,충남 서산시 대지제5길 7-0,한식,401
77,짬뽕지존서산점 [중식],충남 서산시 호수공원8로 3-3,외국식,397
78,파리바게뜨서산예천점,충남 서산시 호수공원10로 3-0,간이음식,392
78,피그농원,충남 서산시 서해로 3245-0,한식,392
80,자연뜰[한식],충남 서산시 온석2길 24-0,한식,390
81,등촌샤브칼국수서산점,충남 서산시 율지3로 11-0,한식,388
82,안흥일품꽃게장,충남 서산시 양열로 212-0,외국식,386
83,소진담서산점,충남 서산시 삼길포1로 57-0,카페/찻집,377
84,김추일수제돈까스해미읍성점,충남 서산시 해운로 17-0,외국식,369
85,쭈사랑쭈꾸미,충남 서산시 호수공원4로 14-0,외국식,368
86,부속촌,충남 서산시 한마음3로 27-8,한식,365
87,반도회관,충남 서산시 율지19길 78-0,한식,364
87,오붓,충남 서산시 율지12길 15-0,한식,364
89,두꺼비,충남 서산시 율지6로 53-0,한식,363
90,정글카페,충남 서산시 잠홍2길 107-0,카페/찻집,360
91,두부한마당,충남 서산시 서령로 302-0,한식,354
92,항아리보쌈서산점,충남 서산시 양유정1로 63-0,외국식,352
93,설빙서산호수공원점,충남 서산시 호수공원6로 49-0,카페/찻집,345
93,이화수전통육개장호수공원점,충남 서산시 호수공원7로 23-0,한식,345
95,시골순대,충남 서산시 율지11로 23-5,한식,333
96,향원만두,충남 서산시 명륜1로 85-7,한식,328
97,고래다방,충남 서산시 호수공원3로 23-0,카페/찻집,326
98,터레스토랑,충남 서산시 소탐1로 28-0,외국식,323
99,소담촌서산호수공원점,충남 서산시 호수공원5로 30-0,외국식,321
100,명지해물찜칼국수,충남 서산시 물안2길 6-0,한식,320
