연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,3.4
60~69세,10.7,8.8
50~59세,11.6,11.6
40~49세,9.2,7.4
30~39세,8.0,7.6
20~29세,5.5,7.3
10~19세,2.0,1.8
