순위,업소명,주소,분류,합산 검색 수
1,과역기사님식당[한식],전남 고흥군 고흥로 2959-3,한식,5415
2,녹동회타운,전남 고흥군 목넘가는길 19-0,외국식,4368
3,소문난갈비탕,전남 고흥군 고흥로 4259-0,한식,3863
4,관산식당,전남 고흥군 고흥로 1896-0,한식,3424
5,평화국밥,전남 고흥군 과역로 951-0,한식,2378
6,동방기사식당,전남 고흥군 고흥로 2921-0,한식,1893
7,보성식당,전남 고흥군 고흥로 3009-0,한식,1574
8,산티아고커피농장,전남 고흥군 석촌1길 81-109,카페/찻집,1373
9,성실산장어탕구이전문,전남 고흥군 비봉로 177-0,외국식,1295
10,카페마레,전남 고흥군 우천우두길 24-75,카페/찻집,1240
11,해돌마루카페,전남 고흥군 거금일주로 1906-17,카페/찻집,1103
12,해돌마루,전남 고흥군 거금일주로 1906-17,외국식,991
13,다미식당,전남 고흥군 두원로 477-0,한식,940
14,익금21,전남 고흥군 익금해변길 21-0,카페/찻집,918
15,엠케이알,전남 고흥군 비봉로 177-0,카페/찻집,831
16,갈릴리횟집,전남 고흥군,외국식,808
17,시드니월남쌈,전남 고흥군 더수연안길 33-0,외국식,802
18,파리바게뜨고흥중앙점,전남 고흥군 봉황길 42-0,간이음식,792
19,분청마루[한식],전남 고흥군 분청문화박물관길 77-0,한식,752
20,녹동식당,전남 고흥군 녹동남촌1길 2-0,외국식,671
21,수정횟집,전남 고흥군 목넘가는길 2-0,외국식,655
22,롯데리아전남고흥,전남 고흥군 여산당촌길 8-0,간이음식,625
23,동강갈비탕,전남 고흥군 고흥로 4786-3,한식,623
24,유자골고흥한우프라자,전남 고흥군 고흥로 4797-0,한식,599
25,고흥원,전남 고흥군 장전신전길 3-7,한식,592
26,산티아고커피농장,전남 고흥군 석촌1길 81-117,카페/찻집,578
27,유성기사님식당,전남 고흥군 고흥로 2902-0,한식,570
28,청정회관[한식],전남 고흥군 나로도항길 55-0,한식,523
29,이디야커피고흥녹동점,전남 고흥군 녹동신항1길 32-0,카페/찻집,521
30,도라지식당,전남 고흥군 여산당촌길 4-2,한식,502
31,아리랑산장어구이,전남 고흥군 비봉로 177-0,외국식,483
32,투썸플레이스전남녹동점,전남 고흥군 우주항공로 54-0,카페/찻집,482
33,다도해회관,전남 고흥군 나로도항길 103-18,외국식,459
34,수문식당,전남 고흥군 망월로 674-24,한식,449
35,명당만두,전남 고흥군 남촌길 29-0,한식,417
36,소문난식당,전남 고흥군 홍교당촌길 7-0,한식,386
36,중앙식당[한식],전남 고흥군 당오천변1길 39-0,한식,386
38,유리스버거,전남 고흥군 녹동시장길 48-12,간이음식,359
39,고흥한우직판장,전남 고흥군 고흥로 1892-67,한식,345
40,파리바게뜨고흥도양점,전남 고흥군 우주항공로 33-0,간이음식,344
41,순천식당,전남 고흥군 나로도항길 117-0,외국식,339
42,르와르베이커리,전남 고흥군 과역로 854-0,간이음식,316
43,서울식당,전남 고흥군 나로도항길 145-0,한식,302
44,일조갈비,전남 고흥군 우주로 601-0,한식,300
45,안성장어나라,전남 고흥군 비봉로 159-0,외국식,296
46,별헤는몰랑,전남 고흥군 고흥만로 1645-0,카페/찻집,291
47,배스킨라빈스전남고흥점,전남 고흥군 고흥로 1754-0,간이음식,285
48,이디야커피고흥군청점,전남 고흥군 고흥군청로 26-0,카페/찻집,278
49,동강가야성[중식],전남 고흥군 동서로 14-0,외국식,263
49,월포가든,전남 고흥군 오룡동길 19-0,한식,263
51,대흥식당,전남 고흥군 고흥로 1694-0,한식,260
52,삼겹살백반&고흥커피거리,전남 고흥군,기타음식,238
53,고센,전남 고흥군 우주로 835-0,기타음식,237
53,엉클제이본점,전남 고흥군 홍교길 19-0,카페/찻집,237
55,유자당,전남 고흥군 여산당촌길 50-1,카페/찻집,223
56,대동식당,전남 고흥군 나로도항길 105-0,외국식,196
57,산채뜰,전남 고흥군 우주항공로 64-0,한식,184
58,남일식당,전남 고흥군 비봉로 257-0,한식,177
59,하얀마을제과점,전남 고흥군 동신길 34-0,간이음식,169
60,고흥생선숯불구이,전남 고흥군 시장길 20-0,한식,167
61,고흥회관,전남 고흥군 서문여산길 40-0,한식,154
61,한끼밥상[한식],전남 고흥군 녹동남문길 8-9,한식,154
63,원조남해아구찜,전남 고흥군 녹동남촌1길 26-1,한식,153
64,뚜레쥬르전남고흥점,전남 고흥군 터미널길 3-0,간이음식,143
64,빌라로사,전남 고흥군 독대길 29-45,카페/찻집,143
66,이디야커피고흥점,전남 고흥군 봉동주공길 11-2,카페/찻집,141
67,쑥섬돌담밥집,전남 고흥군 애도길 63-0,한식,140
68,노블레스,전남 고흥군 우주항공로 3-0,외국식,137
69,백상회관[한식],전남 고흥군 봉황길 26-8,한식,125
70,득량식당,전남 고흥군 목넘가는길 20-0,외국식,122
70,삼부자횟집,전남 고흥군 동두메2길 5-0,외국식,122
72,신촌브루,전남 고흥군 대신로 122-0,카페/찻집,116
73,금강아구찜,전남 고흥군 홍교길 16-1,한식,115
74,덕성루,전남 고흥군 봉동주공길 3-1,외국식,111
75,이화수전통육개장전남고흥점,전남 고흥군 고흥군청로 24-0,한식,108
76,과역한우직판장,전남 고흥군 과역로 952-14,한식,107
77,풍짬[중식],전남 고흥군 고흥만로 1137-0,외국식,104
78,얌샘김밥고흥군청점,전남 고흥군 고흥군청로 24-0,간이음식,98
78,용바위횟집,전남 고흥군 용바위길 23-0,외국식,98
80,정다운식당,전남 고흥군 개안길 35-0,한식,93
81,식후경,전남 고흥군 고흥로 1903-0,한식,92
82,정일품정육식당,전남 고흥군 봉동주공길 43-0,한식,91
83,고흥영숙홍갈비탕녹동점,전남 고흥군 녹동신항2길 6-0,한식,88
83,뚝배기식당,전남 고흥군 비봉로 177-0,한식,88
85,해그라미CAFE,전남 고흥군 평산길 98-0,카페/찻집,87
86,하얀노을,전남 고흥군 와다리길 3-0,카페/찻집,81
87,가나안식당[한식],전남 고흥군 천마로 2283-0,한식,80
87,고흥낙지활어 어시장회센터,전남 고흥군 목넘가는길 10-0,외국식,80
87,김밥천국,전남 고흥군 우주항공로 38-0,간이음식,80
90,한솔회마트,전남 고흥군 서문여산길 50-0,외국식,75
91,삼미식당,전남 고흥군 두원로 109-58,한식,74
91,티파니카페&펜션,전남 고흥군 내산길 3-6,카페/찻집,74
93,시월[중식],전남 고흥군 비봉로 127-0,외국식,72
93,삼국시대감자탕녹동점,전남 고흥군 우주항공로 6-0,한식,72
95,아리랑산장어숯불구이고흥점,전남 고흥군 고흥로 1714-0,외국식,71
95,장수장어식당,전남 고흥군 명동길 3-8,한식,71
97,소나무집가든,전남 고흥군 봉남봉동길 81-0,한식,70
98,우리기사식당,전남 고흥군 무궁화길 12-19,한식,68
99,풍경채[한식],전남 고흥군 흥양길 76-0,한식,66
100,엉클제이스모크하우스,전남 고흥군 고흥로 1892-67,외국식,64
