순위,관광지명,주소,분류,현지인 검색 수
1,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,레저스포츠시설,21833
2,전주동물원,전북 전주시 덕진구 소리로 68-0,테마공원,7841
3,더메이호텔,전북 전주시 덕진구 기린대로 800-0,호텔,7184
4,한국도로공사 수목원,전북 전주시 덕진구,자연공원,6465
5,호남제일문,전북 전주시 덕진구,기타관광,6271
6,전주덕진공원,전북 전주시 덕진구 권삼득로 390-0,도시공원,6193
7,덕진광장,전북 전주시 덕진구 덕진광장로 3-0,도시공원,5793
8,모래내시장,전북 전주시 덕진구 모래내4길 0-0,시장,5292
9,메가월드전주점,전북 전주시 덕진구 동부대로 1229-0,쇼핑몰,4940
10,세병호,전북 전주시 덕진구,자연경관(하천/해양),4457
11,한국소리문화의전당,전북 전주시 덕진구 소리로 31-0,공연시설,4027
12,아중호수,전북 전주시 덕진구,자연경관(하천/해양),3999
13,전주시농수산물도매시장,전북 전주시 덕진구 동부대로 1185-0,시장,3960
14,팔복예술공장,전북 전주시 덕진구 구렛들1길 46-0,전시시설,2442
15,CGV전주에코시티,전북 전주시 덕진구 세병2길 10-0,공연시설,2213
16,롯데시네마전주송천,전북 전주시 덕진구 송천중앙로 225-0,공연시설,2138
17,아중체련공원,전북 전주시 덕진구 한배미6길 23-0,도시공원,2136
18,기지제수변공원,전북 전주시 덕진구,도시공원,2100
19,덕진체련공원,전북 전주시 덕진구,도시공원,2086
20,전주월드컵골프장,전북 전주시 덕진구 온고을로 672-0,육상레저스포츠,1924
21,전북어린이창의체험관,전북 전주시 덕진구 조경단로 258-18,기타문화관광지,1591
22,메가박스송천,전북 전주시 덕진구 동부대로 1215-0,공연시설,1502
23,메가박스전주혁신점,전북 전주시 덕진구 기지로 77-0,공연시설,1476
24,세병공원,전북 전주시 덕진구,도시공원,1446
25,모던하우스전주송천점,전북 전주시 덕진구 송천중앙로 225-0,기타쇼핑시설,1097
26,고릴라캠핑전주점,전북 전주시 덕진구 삼례로 7-0,캠핑,906
27,호텔에코스테이,전북 전주시 덕진구 세병서로 8-27,호텔,771
28,우진문화공간,전북 전주시 덕진구 전주천동로 376-0,공연시설,770
29,테라호텔,전북 전주시 덕진구 산정3길 26-0,모텔,597
30,에이스풋살,전북 전주시 덕진구 추천로 211-0,레저스포츠시설,508
31,제이즈호텔,전북 전주시 덕진구 산정3길 11-0,모텔,500
32,마리호텔터미널점,전북 전주시 덕진구 용산3길 21-0,호텔,499
33,두잇풋살파크에코시티점,전북 전주시 덕진구 과학로 291-0,레저스포츠시설,491
34,비스트모텔,전북 전주시 덕진구 용산3길 12-0,모텔,450
35,마리호텔전주공원점,전북 전주시 덕진구 덕진연못3길 9-5,호텔,449
36,칼튼힐호텔,전북 전주시 덕진구 용산3길 35-0,호텔,448
37,르시엘호텔,전북 전주시 덕진구 산정2길 23-0,모텔,440
38,전라북도립국악원,전북 전주시 덕진구 권삼득로 400-0,공연시설,428
39,깻잎수산에코시티점,전북 전주시 덕진구 동부대로 930-0,시장,416
40,전북대학교박물관,전북 전주시 덕진구 백제대로 567-0,전시시설,404
41,전주수목원봄바람페스티벌,전북 전주시 덕진구 번영로 462-45,기타문화관광지,403
42,오페라21호텔,전북 전주시 덕진구 정언신로 186-0,호텔,402
43,A클래스풋살클럽,전북 전주시 덕진구 지행당길 114-0,기타레저스포츠,395
44,베스트인시티호텔전주점,전북 전주시 덕진구 용산3길 33-0,호텔,383
45,전주인라인롤러경기장,전북 전주시 덕진구,육상레저스포츠,381
46,에비뉴호텔,전북 전주시 덕진구 산정2길 12-16,호텔,380
47,브라운도트덕진점,전북 전주시 덕진구 기린대로 534-0,호텔,355
48,플렉스호텔,전북 전주시 덕진구 산정2길 11-0,모텔,354
49,나들목가족공원,전북 전주시 덕진구,도시공원,333
50,한내로벚꽃길,전북 전주시 덕진구,기타관광,331
51,호텔칸쿤,전북 전주시 덕진구 아중4길 14-11,모텔,324
52,워너비호텔,전북 전주시 덕진구 덕진연못3길 8-4,모텔,319
52,호텔루나,전북 전주시 덕진구 아중4길 14-7,호텔,319
54,메이드모텔,전북 전주시 덕진구 산정2길 12-8,모텔,310
54,화이트관광호텔,전북 전주시 덕진구 전주천동로 501-0,호텔,310
56,어썸마켓송천점,전북 전주시 덕진구 송천중앙로 60-0,기타쇼핑시설,301
57,바라한호텔,전북 전주시 덕진구 용산2길 17-5,모텔,298
58,소풍호텔,전북 전주시 덕진구 산정3길 6-0,모텔,296
58,한옥호텔,전북 전주시 덕진구 아중4길 13-0,모텔,296
60,야자전주터미널점,전북 전주시 덕진구 용산2길 13-0,모텔,293
61,칸모텔,전북 전주시 덕진구 산정2길 24-3,모텔,291
61,감스테이,전북 전주시 덕진구 산정3길 30-0,호텔,291
61,다이소전주에코시티점,전북 전주시 덕진구 과학로 65-0,기타쇼핑시설,291
64,더그레이호텔,전북 전주시 덕진구 세병서로 18-6,모텔,279
65,넘버25호텔전주산정점,전북 전주시 덕진구 산정3길 12-0,모텔,276
66,전주한옥레일바이크,전북 전주시 덕진구 동부대로 420-0,기타레저스포츠,272
67,노이호텔,전북 전주시 덕진구 아중4길 21-0,모텔,270
68,스마일호텔,전북 전주시 덕진구 송천중앙로 12-12,호텔,264
69,라임호텔,전북 전주시 덕진구 아중4길 13-3,호텔,262
70,야모텔,전북 전주시 덕진구 아중4길 14-0,모텔,253
71,한솔파크모텔,전북 전주시 덕진구 덕진연못3길 9-7,모텔,248
72,믹스모텔,전북 전주시 덕진구 아중4길 9-3,모텔,245
73,윈져,전북 전주시 덕진구 용산1길 6-3,모텔,244
74,위너호텔,전북 전주시 덕진구 아중4길 20-0,모텔,233
75,골드앤체리모텔,전북 전주시 덕진구 산정2길 15-0,모텔,230
76,오픈박스전주점,전북 전주시 덕진구 동부대로 1139-0,기타쇼핑시설,226
77,하루호텔,전북 전주시 덕진구 산정3길 19-2,모텔,222
78,편백모텔,전북 전주시 덕진구 편운로 7-0,모텔,221
78,허니무인텔,전북 전주시 덕진구 산정3길 2-0,모텔,221
80,아모르모텔,전북 전주시 덕진구 산정3길 20-0,모텔,219
81,호텔젠,전북 전주시 덕진구 아중4길 14-4,모텔,217
82,달빛소리모텔,전북 전주시 덕진구 산정2길 12-21,모텔,214
83,전주KCC이지스농구단전주실내체육관,전북 전주시 덕진구 백제대로 567-0,기타레저스포츠,209
84,투나잇호텔,전북 전주시 덕진구 아중4길 16-0,호텔,208
85,전주승마장,전북 전주시 덕진구 호성로 19-0,육상레저스포츠,207
86,한국소리문화의전당명인홀,전북 전주시 덕진구 소리로 31-0,공연시설,202
87,비사벌환경개발,전북 전주시 덕진구 사거리길 43-0,기타쇼핑시설,191
88,더에이치호텔,전북 전주시 덕진구 덕진연못3길 9-1,호텔,189
89,히든모텔,전북 전주시 덕진구 덕진연못2길 9-3,모텔,188
90,비지트호텔,전북 전주시 덕진구 아중중앙로 20-0,모텔,186
91,모먼트708,전북 전주시 덕진구 가리내로 126-0,모텔,181
92,호텔늘,전북 전주시 덕진구 아중4길 23-0,모텔,179
92,우성아파트상가,전북 전주시 덕진구 벚꽃로 57-0,기타쇼핑시설,179
94,롤러스타,전북 전주시 덕진구 동부대로 1173-0,육상레저스포츠,173
95,호텔99,전북 전주시 덕진구 아중2길 18-6,모텔,171
96,솔호텔,전북 전주시 덕진구 아중2길 22-4,모텔,170
97,후모텔,전북 전주시 덕진구 용산1길 12-2,모텔,169
98,호텔린하우스,전북 전주시 덕진구 산정2길 6-4,모텔,167
99,전주수산시장,전북 전주시 덕진구 동부대로 1187-0,시장,164
100,프린스모텔,전북 전주시 덕진구 동부대로 441-0,모텔,160
