순위,관광지명,주소,분류,
1,코스트코홀세일/의정부점,경기 의정부시 용민로489번길 9-0,쇼핑,경기도 의정부시
2,이마트/의정부점,경기 의정부시 민락로 210-0,쇼핑,경기도 의정부시
3,신세계백화점/의정부점,경기 의정부시 평화로 525-0,쇼핑,경기도 의정부시
4,홈플러스/의정부점,경기 의정부시 청사로 38-0,쇼핑,경기도 의정부시
5,의정부제일시장,경기 의정부시 태평로73번길 20-0,쇼핑,경기도 의정부시
6,와마트/민락점,경기 의정부시 용민로489번길 26-0,쇼핑,경기도 의정부시
7,롯데마트/장암점,경기 의정부시 장곡로 224-0,쇼핑,경기도 의정부시
8,다이소/의정부민락점,경기 의정부시 용민로182번길 17-0,쇼핑,경기도 의정부시
9,롯데시네마/의정부민락,경기 의정부시 천보로 44-0,공연/행사,경기도 의정부시
10,다이소/의정부민락2호점,경기 의정부시 민락로 239-0,쇼핑,경기도 의정부시
11,메가박스/의정부민락,경기 의정부시 오목로205번길 55-0,공연/행사,경기도 의정부시
12,의정부미술도서관,경기 의정부시 민락로 248-0,문화시설,경기도 의정부시
13,왕도매식자재마트/의정부점,경기 의정부시 평화로 384-0,쇼핑,경기도 의정부시
14,오프라벨/의정부점,경기 의정부시 용민로182번길 33-0,쇼핑,경기도 의정부시
15,CGV/의정부태흥,경기 의정부시 시민로 80-0,공연/행사,경기도 의정부시
16,고릴라캠핑/의정부점,경기 의정부시 동일로104번길 29-0,쇼핑,경기도 의정부시
17,의정부역지하상가,경기 의정부시 시민로 89-0,쇼핑,경기도 의정부시
18,삼성전자서비스/의정부센터,경기 의정부시 평화로 456-0,쇼핑,경기도 의정부시
19,의정부종합운동장,경기 의정부시 체육로 90-0,기타관광지,경기도 의정부시
20,삼성전자서비스/금오센터,경기 의정부시 호국로 1588-0,쇼핑,경기도 의정부시
21,의정부과학도서관,경기 의정부시 추동로124번길 52-0,문화시설,경기도 의정부시
22,롯데하이마트/의정부점,경기 의정부시 시민로 54-0,쇼핑,경기도 의정부시
23,식자재왕도매마트/민락점,경기 의정부시 민락로 406-0,쇼핑,경기도 의정부시
24,럭키식자재마트,경기 의정부시 평화로 238-0,쇼핑,경기도 의정부시
25,롯데하이마트/금오점,경기 의정부시 금오로 12-23,쇼핑,경기도 의정부시
26,의정부예술의전당,경기 의정부시 의정로 1-0,공연/행사,경기도 의정부시
27,롯데슈퍼/의정부점,경기 의정부시 호동로 53-0,쇼핑,경기도 의정부시
28,낙양물사랑공원,경기 의정부시 용민로 205-0,자연관광지,경기도 의정부시
29,직동근린공원,경기 의정부시,자연관광지,경기도 의정부시
30,다이소/의정부역서부점,경기 의정부시 시민로 75-0,쇼핑,경기도 의정부시
31,다이소/의정부녹양점,경기 의정부시 체육로 306-10,쇼핑,경기도 의정부시
32,롯데하이마트/민락점,경기 의정부시 천보로 73-0,쇼핑,경기도 의정부시
33,CGV/의정부,경기 의정부시 평화로 525-0,공연/행사,경기도 의정부시
34,노브랜드/의정부민락점,경기 의정부시 용민로 124-0,쇼핑,경기도 의정부시
35,의정부음악도서관,경기 의정부시 장곡로 280-0,문화시설,경기도 의정부시
36,의정부정보도서관,경기 의정부시 의정로 41-0,문화시설,경기도 의정부시
37,노브랜드/신곡점,경기 의정부시 추동로 236-0,쇼핑,경기도 의정부시
38,토이플러스/의정부점,경기 의정부시 동일로 136-0,쇼핑,경기도 의정부시
39,엠마트,경기 의정부시 동일로 663-0,쇼핑,경기도 의정부시
40,LG전자서비스센터/의정부점,경기 의정부시 평화로 453-0,쇼핑,경기도 의정부시
41,삼성디지털프라자/금오본점,경기 의정부시 호국로 1588-0,쇼핑,경기도 의정부시
42,LG전자베스트샵/금오본점,경기 의정부시 호국로1519번길 2-5,쇼핑,경기도 의정부시
43,베이비플러스/의정부본점,경기 의정부시 장곡로 48-0,쇼핑,경기도 의정부시
44,의정부실내빙상장,경기 의정부시 체육로 136-0,레포츠(육상/해상/항공),경기도 의정부시
45,하나로마트/송양점,경기 의정부시 오목로205번길 50-0,쇼핑,경기도 의정부시
46,이마트에브리데이/용현동점,경기 의정부시 오목로35번길 20-0,쇼핑,경기도 의정부시
47,캠핑트렁크/의정부점,경기 의정부시 장곡로 48-0,쇼핑,경기도 의정부시
