동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,2,부모님,아버지,역사유적,사찰,부인사(대구)
1,0,배우자,부인,,,부인사(대구)
