연령대,남성방문 비율,여성방문 비율
70세 이상,4.5,6.0
60~69세,13.0,13.5
50~59세,14.3,19.2
40~49세,7.3,6.2
30~39세,4.9,2.7
20~29세,3.7,3.1
10~19세,0.6,0.7
