연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,2.5
60~69세,8.4,6.9
50~59세,12.1,8.3
40~49세,13.0,8.5
30~39세,10.1,11.1
20~29세,5.7,5.5
10~19세,2.0,2.0
