관광지명,주소,지역,합산 검색 수,태그,동반유형
산격야영장,대구 북구,대구광역시 북구,3002,캠핑,"['자녀', '연인', '회사동료']"
서변온천,대구 북구 호국로 219-0,대구광역시 북구,1140,힐링,"['자녀', '연인', '회사동료']"
강변축구장,대구 북구,대구광역시 북구,6156,공원,"['자녀', '연인', '회사동료']"
침산공원,대구 북구,대구광역시 북구,4760,공원,"['자녀', '연인', '회사동료']"
서리지수변생태공원,대구 북구,대구광역시 북구,3032,공원,"['자녀', '연인', '회사동료']"
신기공원,대구 북구,대구광역시 북구,2962,공원,"['자녀', '연인', '회사동료']"
연암공원,대구 북구,대구광역시 북구,2719,공원,"['자녀', '연인', '회사동료']"
복현장미공원,대구 북구 경진로남1길 40-0,대구광역시 북구,2462,공원,"['자녀', '연인', '회사동료']"
노원체육공원,대구 북구,대구광역시 북구,2400,공원,"['자녀', '연인', '회사동료']"
함지근린공원,대구 북구,대구광역시 북구,1915,공원,"['자녀', '연인', '회사동료']"
공항교강변공원,대구 북구,대구광역시 북구,1847,공원,"['자녀', '연인', '회사동료']"
옻골동산,대구 북구,대구광역시 북구,1592,공원,"['자녀', '연인', '회사동료']"
꽃보라동산,대구 북구,대구광역시 북구,1416,공원,"['자녀', '연인', '회사동료']"
대현어린이공원,대구 북구,대구광역시 북구,1354,공원,"['자녀', '연인', '회사동료']"
대구시민종합스포츠타운사회인야구장,대구 북구 고성로 191-0,대구광역시 북구,5974,야구,"['자녀', '연인', '회사동료']"
검단강변야구장,대구 북구,대구광역시 북구,1070,야구,"['자녀', '연인', '회사동료']"
대구실내빙상장,대구 북구 고성로 191-0,대구광역시 북구,7651,동계스포츠,"['자녀', '연인', '회사동료']"
구암서원숭현사,대구 북구 연암공원로17길 20-0,대구광역시 북구,749,역사유적지,"['자녀', '연인', '회사동료']"
대구엑스코상상체험키즈월드,대구 북구 엑스코로 10-0,대구광역시 북구,1478,테마파크,"['자녀', '연인', '회사동료']"
CGV대구칠곡,대구 북구 동암로 90-0,대구광역시 북구,4114,영화관,"['자녀', '연인', '회사동료']"
메가박스대구,대구 북구 침산로 93-0,대구광역시 북구,3973,영화관,"['자녀', '연인', '회사동료']"
메가박스북대구,대구 북구 동암로 100-0,대구광역시 북구,2520,영화관,"['자녀', '연인', '회사동료']"
패션디자인개발지원센터,대구 북구 유통단지로14길 17-0,대구광역시 북구,1742,아트홀,"['자녀', '연인', '회사동료']"
MRNW,대구 북구 호국로 300-22,대구광역시 북구,3854,랜드마크,"['자녀', '연인', '회사동료']"
제이풋살파크,대구 북구 유통단지로 60-0,대구광역시 북구,3384,기타레저스포츠,"['자녀', '연인', '회사동료']"
강변리틀야구장,대구 북구 조야로2길 209-0,대구광역시 북구,1856,기타레저스포츠,"['자녀', '연인', '회사동료']"
팔공풋살축구장,대구 북구 호국로 804-0,대구광역시 북구,766,기타레저스포츠,"['자녀', '연인', '회사동료']"
하중도유채꽃단지,대구 북구,대구광역시 북구,5921,유원지,"['자녀', '연인', '회사동료']"
금봉저수지,경북 봉화군,경상북도 봉화군,345,호수,"['연인', '기타가족', '자녀']"
하눌저수지,경북 봉화군,경상북도 봉화군,300,호수,"['연인', '기타가족', '자녀']"
물야저수지,경북 봉화군,경상북도 봉화군,110,호수,"['연인', '기타가족', '자녀']"
봉화상설시장,경북 봉화군 신시장길 11-0,경상북도 봉화군,1767,시장,"['연인', '기타가족', '자녀']"
억지춘양시장,경북 봉화군 의양로2길 24-2,경상북도 봉화군,1127,시장,"['연인', '기타가족', '자녀']"
청량산박물관,경북 봉화군 광석길 39-0,경상북도 봉화군,346,박물관,"['연인', '기타가족', '자녀']"
봉화정자문화생활관,경북 봉화군 부랭이길 88-0,경상북도 봉화군,386,종합전시센터,"['연인', '기타가족', '자녀']"
나무네숲오토캠핑장,경북 봉화군 청량로 763-81,경상북도 봉화군,1415,캠핑,"['연인', '기타가족', '자녀']"
봉화청량산캠핑장,경북 봉화군 광석길 13-0,경상북도 봉화군,1293,캠핑,"['연인', '기타가족', '자녀']"
봉화별캠핑장,경북 봉화군 구마동길 513-127,경상북도 봉화군,1033,캠핑,"['연인', '기타가족', '자녀']"
협곡구비마을산타캠핑장,경북 봉화군 풍애길 9-42,경상북도 봉화군,896,캠핑,"['연인', '기타가족', '자녀']"
숲속캠핑장,경북 봉화군 오록3길 63-315,경상북도 봉화군,823,캠핑,"['연인', '기타가족', '자녀']"
솔향가득오토캠핑장,경북 봉화군 홍점길 31-0,경상북도 봉화군,798,캠핑,"['연인', '기타가족', '자녀']"
봉화열목어마을캠핑장,경북 봉화군 청옥로 1893-0,경상북도 봉화군,570,캠핑,"['연인', '기타가족', '자녀']"
무진야영장,경북 봉화군,경상북도 봉화군,187,캠핑,"['연인', '기타가족', '자녀']"
별빛뜰애캠핑,경북 봉화군 갈골길 229-0,경상북도 봉화군,136,캠핑,"['연인', '기타가족', '자녀']"
마방오토캠프장,경북 봉화군,경상북도 봉화군,129,캠핑,"['연인', '기타가족', '자녀']"
청옥캠핑장,경북 봉화군 청옥로 167-0,경상북도 봉화군,101,캠핑,"['연인', '기타가족', '자녀']"
또바기캠핑장,경북 봉화군 구마동길 483-0,경상북도 봉화군,91,캠핑,"['연인', '기타가족', '자녀']"
열목어마을,경북 봉화군 청옥로 1901-0,경상북도 봉화군,88,캠핑,"['연인', '기타가족', '자녀']"
축서사,경북 봉화군 월계길 739-0,경상북도 봉화군,4044,불교,"['연인', '기타가족', '자녀']"
현불사,경북 봉화군 백천길 263-0,경상북도 봉화군,2029,불교,"['연인', '기타가족', '자녀']"
각화사,경북 봉화군 각화산길 251-0,경상북도 봉화군,1450,불교,"['연인', '기타가족', '자녀']"
청룡암,경북 봉화군 청옥로 762-0,경상북도 봉화군,286,불교,"['연인', '기타가족', '자녀']"
봉화산사,경북 봉화군 남산편1길 18-88,경상북도 봉화군,150,불교,"['연인', '기타가족', '자녀']"
금봉암,경북 봉화군 금봉로 649-0,경상북도 봉화군,138,불교,"['연인', '기타가족', '자녀']"
홍제사,경북 봉화군 홍점길 295-85,경상북도 봉화군,138,불교,"['연인', '기타가족', '자녀']"
구마계곡,경북 봉화군,경상북도 봉화군,1007,계곡,"['연인', '기타가족', '자녀']"
사미정계곡,경북 봉화군,경상북도 봉화군,671,계곡,"['연인', '기타가족', '자녀']"
석천계곡,경북 봉화군,경상북도 봉화군,632,계곡,"['연인', '기타가족', '자녀']"
백천계곡,경북 봉화군,경상북도 봉화군,441,계곡,"['연인', '기타가족', '자녀']"
고선계곡유원지,경북 봉화군,경상북도 봉화군,255,계곡,"['연인', '기타가족', '자녀']"
청량폭포,경북 봉화군 청량산길 0-0,경상북도 봉화군,869,폭포,"['연인', '기타가족', '자녀']"
다덕약수탕,경북 봉화군 진의실길 6-0,경상북도 봉화군,944,등산,"['연인', '기타가족', '자녀']"
오전약수,경북 봉화군,경상북도 봉화군,307,등산,"['연인', '기타가족', '자녀']"
청량산,경북 봉화군,경상북도 봉화군,191,등산,"['연인', '기타가족', '자녀']"
도래기재,경북 봉화군,경상북도 봉화군,189,등산,"['연인', '기타가족', '자녀']"
봉화삼계쉼터,경북 봉화군,경상북도 봉화군,398,공원,"['연인', '기타가족', '자녀']"
봉화체육공원,경북 봉화군,경상북도 봉화군,253,공원,"['연인', '기타가족', '자녀']"
봉화청소년수련관,경북 봉화군 내성로1길 20-1,경상북도 봉화군,88,기타육상스포츠,"['연인', '기타가족', '자녀']"
닭실마을,경북 봉화군,경상북도 봉화군,1199,역사유적지,"['연인', '기타가족', '자녀']"
천주교우곡성지,경북 봉화군,경상북도 봉화군,1114,역사유적지,"['연인', '기타가족', '자녀']"
봉화만회고택,경북 봉화군 바래미1길 51-0,경상북도 봉화군,509,역사유적지,"['연인', '기타가족', '자녀']"
가평리계서당,경북 봉화군 계서당길 24-0,경상북도 봉화군,505,역사유적지,"['연인', '기타가족', '자녀']"
청암정,경북 봉화군 충재길 44-0,경상북도 봉화군,401,역사유적지,"['연인', '기타가족', '자녀']"
쌍벽당,경북 봉화군 거수1길 17-0,경상북도 봉화군,175,역사유적지,"['연인', '기타가족', '자녀']"
남호구택,경북 봉화군 바래미길 21-0,경상북도 봉화군,173,역사유적지,"['연인', '기타가족', '자녀']"
봉화축서사석불좌상부광배,경북 봉화군 월계길 739-0,경상북도 봉화군,131,역사유적지,"['연인', '기타가족', '자녀']"
도암정,경북 봉화군,경상북도 봉화군,101,역사유적지,"['연인', '기타가족', '자녀']"
범바위전망대,경북 봉화군,경상북도 봉화군,2191,전망대,"['연인', '기타가족', '자녀']"
국립백두대간수목원,경북 봉화군 춘양로 1501-0,경상북도 봉화군,12058,수목원/휴양림,"['연인', '기타가족', '자녀']"
청량산도립공원,경북 봉화군,경상북도 봉화군,7051,수목원/휴양림,"['연인', '기타가족', '자녀']"
청옥산자연휴양림,경북 봉화군 청옥로 1552-163,경상북도 봉화군,5854,수목원/휴양림,"['연인', '기타가족', '자녀']"
문수산자연휴양림,경북 봉화군 시거리길 378-0,경상북도 봉화군,1863,수목원/휴양림,"['연인', '기타가족', '자녀']"
봉화은어축제,경북 봉화군,경상북도 봉화군,2039,축제,"['연인', '기타가족', '자녀']"
봉화송이축제,경북 봉화군,경상북도 봉화군,289,축제,"['연인', '기타가족', '자녀']"
워낭소리촬영지,경북 봉화군 산정길 84-41,경상북도 봉화군,93,촬영지,"['연인', '기타가족', '자녀']"
국립백두대간수목원방문자센터,경북 봉화군 춘양로 1501-0,경상북도 봉화군,10865,유원지,"['연인', '기타가족', '자녀']"
분천역산타마을,경북 봉화군 분천길 49-0,경상북도 봉화군,5107,유원지,"['연인', '기타가족', '자녀']"
오전약수탕,경북 봉화군 문수로 1601-0,경상북도 봉화군,2788,유원지,"['연인', '기타가족', '자녀']"
국립백두대간수목원호랑이숲,경북 봉화군,경상북도 봉화군,605,유원지,"['연인', '기타가족', '자녀']"
국립백두대간수목원산림환경연구동,경북 봉화군 문수로 2160-53,경상북도 봉화군,507,유원지,"['연인', '기타가족', '자녀']"
봉화목재문화체험장,경북 봉화군 구절로 151-0,경상북도 봉화군,452,유원지,"['연인', '기타가족', '자녀']"
청량산하늘다리,경북 봉화군,경상북도 봉화군,394,유원지,"['연인', '기타가족', '자녀']"
선유교,경북 봉화군,경상북도 봉화군,344,유원지,"['연인', '기타가족', '자녀']"
석천정사,경북 봉화군 충재길 25-36,경상북도 봉화군,125,유원지,"['연인', '기타가족', '자녀']"
국립백두대간수목원제2교육연수동,경북 봉화군,경상북도 봉화군,109,유원지,"['연인', '기타가족', '자녀']"
마이아트뮤지엄,서울 강남구 테헤란로 518-0,서울특별시 강남구,14502,박물관,"['기타가족', '친구', '연인']"
라움아트센터,서울 강남구 언주로 564-0,서울특별시 강남구,9600,미술관,"['기타가족', '친구', '연인']"
더라움,서울 강남구 언주로 564-0,서울특별시 강남구,34232,종합전시센터,"['기타가족', '친구', '연인']"
현대모터스튜디오서울,서울 강남구 언주로 738-0,서울특별시 강남구,5768,종합전시센터,"['기타가족', '친구', '연인']"
능인선원포이동법당,서울 강남구 양재대로 340-0,서울특별시 강남구,13430,불교,"['기타가족', '친구', '연인']"
도산공원,서울 강남구 도산대로45길 20-0,서울특별시 강남구,34462,공원,"['기타가족', '친구', '연인']"
대치유수지체육공원,서울 강남구 역삼로107길 20-30,서울특별시 강남구,6309,공원,"['기타가족', '친구', '연인']"
은곡마을공원,서울 강남구 헌릉로571길 34-3,서울특별시 강남구,5800,공원,"['기타가족', '친구', '연인']"
신사공원,서울 강남구,서울특별시 강남구,5549,공원,"['기타가족', '친구', '연인']"
