destination,id
5·18기념공원,129444
부재산방,128995
금릉경포대,128274
거제지심도,128035
상주동학교당,127410
청간해변,126789
가파도,126446
대구두류공원,126131
해운대해수욕장,126081
강화도제적봉 평화전망대,631066
제부도 모세거리,611549
오이도음식문화거리,611529
토교저수지(철새도래지),561016
김포 사색의 길,2653113
동산청라언덕,2611140
브릭캠퍼스 제주,2606210
아야진항,2402703
성황산,1627360
고성탈박물관,130906
옥구공원,127362
원주 법천사지,127116
오웬기념각,127074
도산공원,126486
만장굴(제주도국가지질공원),126452
통도사[유네스코세계문화유산],126186
보은 속리 정이품송,126009
덕산도립공원,125815
춘천호,125747
한계령,125618
저동항,1506145
지산 포레스트 리조트 스키장,131723
더 파크 아프리카뮤지엄,130970
부산근대역사관,130694
예천권씨종가별당·예천권씨종택,129517
무안 식영정,129211
서울신림동민속순대타운,128015
울산대공원,127644
김포 수안산성,127403
안민고개,127384
승리전망대,732002
소안도,575754
한탄강주상절리길,2661698
초량이바구길,2605916
합천영상테마파크,2469441
물치해변,2398976
연대도 해수욕장,2022592
웃세오름,1973369
한국잡월드,1907759
설봉공원,1624755
횡성자연휴양림,407202
부천식물원,407030
갈남항,2400130
진천종박물관,130773
보성녹차밭,127869
지례예술촌,127254
태풍전망대,127162
영벽정,126979
직지사,126155
매물도,126087
함목몽돌해변,852439
하선대,799142
거문오름 [세계자연유산],636266
망우리공원,2650756
해남 해바라기농장,2611549
덕평공룡수목원,2514731
거제도해수보양온천,127966
혼인지,126465
주왕산국립공원,126020
정방사,125876
고마나루,2035859
월봉서원,1955610
임랑해수욕장,1939570
서천특화시장,132743
청평자연휴양림,127929
선재도(선재도 어촌체험마을),127851
반구정과 황희선생유적지,127680
대전오월드,127641
천전리각석계곡(울산),126068
비인 선도리 쌍도해안,1041580
파주 맛고을 음식문화거리,611704
민주지산 자연휴양림,407414
영수암(서천),337522
만덕사,2398807
안반데기 마을,2398216
혼불문학관,128126
설악산국립공원,127586
욕지도(유동어촌체험마을),127102
소록도(한센병박물관),126285
천리포해수욕장,125847
챔피언1250,2545035
완주상관편백숲,2522011
대산계곡,2518614
양동시장,2488243
교동향교,1953948
남평문씨본리세거지,1611891
남대문시장,132180
오천항,129639
비진도해수욕장,129589
남사예담촌,128440
망경암,304794
왕궁보석테마관광지(보석박물관),2660811
울산대교전망대,2612976
수창청춘맨숀,2605808
임자 대광해수욕장,126271
진하해수욕장,126096
아우라지,125777
낙산해수욕장,125702
국립 유명산자연휴양림,125409
굴업도(백패킹),1032715
수도국산달동네박물관,130800
정선향토박물관,130534
남당리 행복마을,129348
석부작박물관,129276
거제도포로수용소유적공원,127938
학동흑진주몽돌해변,127658
임대정원림,126978
국립 검마산자연휴양림,126745
풍도,126720
용평리조트,126715
의성 산운생태공원,791432
한밭수목원,741658
고산윤선도유적지,553319
용인 대장금 파크,2661408
강촌레일파크,1947118
군남홍수조절지 두루미테마파크,1541165
광천 토굴새우젓시장,132497
김포향교,125558
국립 용대자연휴양림,125412
세계조가비박물관,1220821
안성허브마을,1624617
우장춘기념관,1608725
나곡해수욕장,129630
송지 대죽리 조개잡이 체험장,129449
용진진,128821
천리포수목원,127820
강원도립화목원,127433
속리산국립공원(경북),126630
법흥사(영월),125758
망상해변,125713
회야댐 생태공원,2606206
견훤산성,252566
성주봉자연휴양림,252565
덕양사,250346
한강시민공원광나루지구(광나루한강공원),250252
조엄기념관,2396821
DMZ생태평화공원,2353577
지미봉,1918413
김광석길(김광석다시그리기길),1871383
계화도,1624939
양재천 생태공원,827585
의성 경덕왕릉,791209
영천 별빛마을,606248
곡성 메타세쿼이아길,2616190
강진영랑생가,127111
삼막사,127023
의성 탑산약수온천,126728
경주 포석정지,126208
고복자연공원,125875
덕산온천지구,125859
남산동 가톨릭타운(대구),1935606
365세이프타운,1762763
함벽루,1622710
조명박물관,130742
서울역사박물관,130361
경산임당동과조영동고분군,128173
세계꽃식물원,128111
수입천(하천),127897
허브나라농원,127770
김해 봉황동 유적,127129
해운대동백섬,987810
재미있는 추억 박물관,736110
장동산림욕장,705678
불탑사(제주),317558
의정부제일시장,2589146
낙엽송숲,2518624
강릉시립미술관,2396946
나주금성관,126412
화왕산군립공원,126038
보문사(강화),125533
개령암지 마애불상군,1607032
인사동 골동품거리,132544
국립광주박물관,129782
대포항,129596
강주연못,128670
한국차문화공원(대한다원),1282839
시화호,128065
중미산 천문대,127961
구암공원,126824
한라산 성판악,126436
경포가시연습지,2396955
강릉안목해맞이공원,2396948
번개과학체험관,2364633
청마문학관,229904
외옹치해변,1932003
피노지움,1918013
의왕조류생태과학관,1850672
단양 다누리아쿠아리움,1842088
중선암,1626649
사우당,1622907
월출산 기찬랜드,771686
용문산자연휴양림,407259
무안 도요지,323489
하늘공원,2654607
삼척 대학로,2518811
와동 생태곤충 체험관,2513112
금강정사,2404923
명지계곡,125493
명성산,125469
광치자연휴양림,1089831
성주경산리성밖숲,1621189
금강식물원,128830
여좌천(벚꽃명소),128792
속초 설악해맞이공원,128571
양평들꽃수목원,128220
바래봉,126675
문경새재도립공원,126017
단양 고수동굴,125861
고씨굴(강원고생대국가지질공원),125724
설악산국립공원(내설악),125584
안지랑곱창골목,998882
한강시민공원잠원지구(잠원한강공원),970342
백사실계곡,809372
경인아라뱃길유람선 현대크루즈호,562010
꽃절(화사),487729
국립일제강제동원역사관,2551424
화담숲,2436233
심곡서원,231916
장흥동학농민혁명기념관,2033461
하늘물빛정원,2022638
응봉산(울진),129490
용천사(함평),129246
정동진해변,128757
홍천 아로마 허브동산,128024
고운식물원,127852
경주세계문화엑스포공원,127487
선암사[유네스코세계문화유산],126369
송정해수욕장,126080
강화도,125502
서울풍물시장전통문화체험관,1164746
방천시장,2650890
무중력지대양천,2611895
광치기해변,2564158
김포독립운동기념관,2405073
고산창포마을,1920063
두맹이골목,1906211
용화사(대전),1623687
SOS박물관,1620910
남산 야외식물원,1603482
협재굴(한림공원),129619
대구칠성시장,998885
베어트리파크,730441
정읍 농산물도매시장,522463
장사도 유람선,2552450
구은사,1955957
창원솔라타워,1905207
응봉산(서울),1874105
인계예술공원,126618
경주 선덕여왕릉,126211
온양온천지구,125856
에덴밸리스키장(에덴밸리리조트),324429
장림포구,2606204
안목해변,127722
영덕해맞이공원,127710
춘장대해수욕장,126742
남산서울타워,126535
여수 진남관,126386
실상사(남원),126353
마곡사[유네스코세계문화유산],125894
방포해수욕장,125843
구미에코랜드,2500326
북한 반잠수정 전시관,229909
해우재,1925403
거제맹종죽테마공원,1846020
도구해수욕장,1621384
"함양 토종약초시장 (5, 10일)",1435235
춘천막국수체험박물관,130908
마라도가는 여객선,128802
익금해수욕장,127884
국립 미천골자연휴양림,127805
소매물도,575784
장의사(고성),479601
태평염전해양힐링스파,2660744
곡교천변은행나무길,2606725
풍혈냉천,2521979
부여 나성 [유네스코 세계문화유산],250259
거문도,126283
솔뫼성지,125969
고모저수지,125521
재인폭포 (한탄강 국가지질공원),125496
국립나주박물관,1906729
거창사건추모공원,1578089
홍성온천,127992
난지한강공원,127859
사촌해수욕장,127779
세종천문대,127731
황성공원,127619
오보 해수욕장,127161
무등산,127143
외돌개(제주),126470
느랭이골 자연 리조트,2481652
삼척 맹방유채꽃 마을,1993698
스플라스리솜,128732
창녕 신라 진흥왕 척경비,128678
압록유원지,128087
맹방해변,127872
구인사(단양),127677
초의선사 유적지,127177
경주 김유신묘,126203
청평호반,125517
만지도,2387093
용흥궁,231899
서천향교,1954666
내수전몽돌해변,1932815
통진두레문화센터,1730614
도산서당,1624554
순창고추장민속마을,1614506
안마도,1382503
제주돌마을공원 수석전시관,130856
돌산공원,128755
대구평화시장,998946
장흥자생수목원,631568
연미사(안동),337501
광덕사,298084
익산교도소세트장,2594360
양양지(위양못),2545984
자연아놀자 체험학습박물관,2398333
