동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
201,3885,기타가족,패밀리_이모_언니,미식,라면_맥주_칼국수,대도
89,858,친구,지인_동창_친구,자연경관,바다_정원_해변,대도
87,307,연인,커플_남자친구_여자친구,레포츠/운동,수영장_캠핑_글램핑,대도
75,73,자녀,학생_딸_자식,휴식/힐링,피크닉_나들이_신혼여행,대도
55,49,부모님,부모님_친정엄마_할머니,역사유적,한옥마을_정자_유네스코,대도
27,45,배우자,남편_신랑_신부,문화예술,공방_전시관_서점,대도
11,20,학생,대학생_고삼_고딩,반려동물,애견_소형견_반려동물,대도
9,0,회사동료,부장_차장_동료,,,대도
5,0,싱글,혼자_싱글,,,대도
