순위,관광지명,주소,분류,
1,화개장터,경남 하동군 쌍계로 17-0,쇼핑,경상남도 하동군
2,최참판댁,경남 하동군 평사리길 66-7,역사관광지,경상남도 하동군
3,스타웨이하동,경남 하동군 섬진강대로 3358-110,기타관광지,경상남도 하동군
4,쌍계사,경남 하동군 쌍계사길 59-0,역사관광지,경상남도 하동군
5,삼성궁,경남 하동군 삼성궁길 86-15,기타관광지,경상남도 하동군
6,동정호,경남 하동군,자연관광지,경상남도 하동군
7,하동송림공원,경남 하동군 섬진강대로 2107-3,자연관광지,경상남도 하동군
8,최참판댁,경남 하동군 평사리길 66-7,역사관광,경상남도 하동군
9,스타웨이하동,경남 하동군 섬진강대로 3358-110,문화관광,경상남도 하동군
10,정동원길,경남 하동군 구고속도로 504-0,기타관광지,경상남도 하동군
11,삼성궁,경남 하동군 삼성궁길 86-15,기타관광,경상남도 하동군
12,쌍계사,경남 하동군 쌍계사길 59-0,역사관광,경상남도 하동군
13,하동짚와이어,경남 하동군,레포츠(육상/해상/항공),경상남도 하동군
14,하동북천코스모스메밀꽃축제,경남 하동군,기타관광지,경상남도 하동군
15,하동알프스레포츠,경남 하동군 경충로 493-9,레포츠(육상/해상/항공),경상남도 하동군
16,하동레일파크,경남 하동군 경서대로 2446-6,기타관광지,경상남도 하동군
17,하동십리벚꽃길,경남 하동군,기타관광지,경상남도 하동군
18,하동플라이웨이케이블카/하부정류장,경남 하동군 경충로 461-7,기타관광,경상남도 하동군
19,하동송림공원,경남 하동군 섬진강대로 2107-3,문화관광,경상남도 하동군
20,하동북천꽃양귀비축제,경남 하동군,문화관광,경상남도 하동군
21,동정호,경남 하동군,자연관광,경상남도 하동군
22,하동공설시장,경남 하동군,쇼핑,경상남도 하동군
23,평사리공원,경남 하동군,자연관광지,경상남도 하동군
24,칠불사,경남 하동군 범왕길 528-0,역사관광지,경상남도 하동군
25,화개장터벚꽃길,경남 하동군,기타관광지,경상남도 하동군
26,하나로마트/화개농협,경남 하동군 화개로 26-1,쇼핑,경상남도 하동군
27,정동원길,경남 하동군 구고속도로 504-0,기타관광,경상남도 하동군
28,하동짚와이어,경남 하동군,레저스포츠,경상남도 하동군
29,하동포구공원,경남 하동군,자연관광지,경상남도 하동군
30,하동편백자연휴양림,경남 하동군 돌고지로 1088-51,자연관광지,경상남도 하동군
31,정금차밭,경남 하동군,기타관광지,경상남도 하동군
32,하나로마트/하동농협,경남 하동군 경서대로 171-0,쇼핑,경상남도 하동군
33,하동알프스레포츠,경남 하동군 경충로 493-9,레저스포츠,경상남도 하동군
34,금오산전망대,경남 하동군,기타관광지,경상남도 하동군
35,구재봉활공장,경남 하동군,레포츠(육상/해상/항공),경상남도 하동군
36,하동레일파크,경남 하동군 경서대로 2446-6,기타관광,경상남도 하동군
37,지리산생태과학관,경남 하동군 섬진강대로 3358-30,문화시설,경상남도 하동군
38,양탕국커피문화관광농원,경남 하동군 공드림재길 155-0,기타관광지,경상남도 하동군
39,구재봉자연휴양림,경남 하동군 중서길 60-81,자연관광지,경상남도 하동군
40,하동활공장,경남 하동군 신촌도심길 595-24,레포츠(육상/해상/항공),경상남도 하동군
41,매암차박물관,경남 하동군 악양서로 346-1,문화시설,경상남도 하동군
42,하나로마트/화개악양농협악양지점,경남 하동군 악양서로 384-0,쇼핑,경상남도 하동군
43,풀마트/하동점,경남 하동군 향교1길 16-0,쇼핑,경상남도 하동군
44,CU/하동화개장터점,경남 하동군 쌍계로 10-0,쇼핑,경상남도 하동군
45,하나로마트/진교점,경남 하동군 경충로 1059-0,쇼핑,경상남도 하동군
46,노량대교홍보관,경남 하동군 섬진강대로 61-0,문화시설,경상남도 하동군
47,칠불사,경남 하동군 범왕길 528-0,역사관광,경상남도 하동군
48,하동골프클럽,경남 하동군 중마길 269-0,레포츠(육상/해상/항공),경상남도 하동군
49,지리산국립공원,경남 하동군,자연관광지,경상남도 하동군
50,하동야생차박물관,경남 하동군 쌍계로 571-25,문화시설,경상남도 하동군
51,하동북천코스모스메밀꽃축제,경남 하동군,문화관광,경상남도 하동군
52,노량항,경남 하동군,자연관광지,경상남도 하동군
53,술상마을 전어공동판매장,경남 하동군 술상길 0-0,쇼핑,경상남도 하동군
54,지리산생태과학관,경남 하동군 섬진강대로 3358-30,문화관광,경상남도 하동군
55,하동플라이웨이케이블카/하부정류장,경남 하동군 경충로 461-7,기타관광지,경상남도 하동군
