연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,2.2
60~69세,11.7,5.9
50~59세,14.0,9.0
40~49세,11.2,5.8
30~39세,11.4,5.1
20~29세,10.1,4.2
10~19세,3.3,2.0
