기준연월,지역명,검색량(건)
202108,울산광역시 중구 ,1774
202109,울산광역시 중구 ,2070
202110,울산광역시 중구 ,2598
202111,울산광역시 중구 ,3743
202112,울산광역시 중구 ,995
202201,울산광역시 중구 ,1296
202202,울산광역시 중구 ,814
202203,울산광역시 중구 ,441
202204,울산광역시 중구 ,353
202205,울산광역시 중구 ,363
202206,울산광역시 중구 ,773
202207,울산광역시 중구 ,438
