동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
978,10363,연인,애인_커플_여자친구,미식,맛집_바나나_식당
425,1254,회사동료,대리_차장_직원,레포츠/운동,낚시_캠핑_오프로드
254,935,친구,친구_지인,자연경관,공원_전망대_강변
235,512,자녀,아들_학생_청소년,문화예술,노래방_공장_영화관
152,193,기타가족,패밀리_장모_형님,휴식/힐링,나들이_테라피_신혼여행
63,170,학생,중딩_고딩_중학생,반려동물,애견_펫_반려동물
23,68,부모님,아빠_모녀_친정엄마,역사유적,동헌_교회_한옥마을
15,4,싱글,싱글,체험,갯벌체험
14,0,배우자,신랑_신부_와이프,,
