연령대,남성방문 비율,여성방문 비율
70세 이상,3.2,2.9
60~69세,9.7,10.2
50~59세,11.2,13.1
40~49세,9.1,8.2
30~39세,8.1,8.6
20~29세,5.6,5.5
10~19세,1.7,1.6
