순위,관광지명,주소,분류,
1,바람의언덕,경남 거제시,기타관광지,경상남도 거제시
2,매미성,경남 거제시 복항길 0-0,역사관광지,경상남도 거제시
3,학동흑진주몽돌해변,경남 거제시 학동6길 18-1,자연관광지,경상남도 거제시
4,고현종합시장,경남 거제시 거제중앙로 1883-2,쇼핑,경상남도 거제시
5,거제정글돔,경남 거제시 거제남서로 3595-0,휴양관광지,경상남도 거제시
6,바람의언덕,경남 거제시,문화관광,경상남도 거제시
7,거제포로수용소유적공원,경남 거제시 계룡로 61-0,역사관광지,경상남도 거제시
8,학동흑진주몽돌해변,경남 거제시 학동6길 18-1,자연관광,경상남도 거제시
9,신선대전망대,경남 거제시,기타관광지,경상남도 거제시
10,매미성,경남 거제시 복항길 0-0,역사관광,경상남도 거제시
11,근포마을동굴,경남 거제시,기타관광지,경상남도 거제시
12,거제파노라마케이블카,경남 거제시 거제중앙로 288-0,레저스포츠,경상남도 거제시
13,구조라해수욕장,경남 거제시,자연관광지,경상남도 거제시
14,신선대,경남 거제시,기타관광지,경상남도 거제시
15,홈플러스/거제점,경남 거제시 장평로 12-0,쇼핑,경상남도 거제시
16,구조라유람선터미널,경남 거제시 구조라로 37-0,자연관광지,경상남도 거제시
17,롯데마트/거제점,경남 거제시 서간도길 9-9,쇼핑,경상남도 거제시
18,망치몽돌해수욕장,경남 거제시,자연관광지,경상남도 거제시
19,해금강,경남 거제시,기타관광지,경상남도 거제시
20,거제관광모노레일,경남 거제시 계룡로 61-0,기타관광지,경상남도 거제시
21,거제맹종죽테마파크,경남 거제시 거제북로 700-0,휴양관광지,경상남도 거제시
22,거제정글돔,경남 거제시 거제남서로 3595-0,문화관광,경상남도 거제시
23,김영삼대통령생가,경남 거제시 옥포대첩로 743-1,역사관광지,경상남도 거제시
24,거제숲소리공원,경남 거제시,자연관광지,경상남도 거제시
25,장승포항,경남 거제시 장승로 112-1,자연관광지,경상남도 거제시
26,여차홍포전망대,경남 거제시,기타관광지,경상남도 거제시
27,포로수용소테마파크,경남 거제시 거제대로 4686-0,기타관광지,경상남도 거제시
28,거제포로수용소유적공원,경남 거제시 계룡로 61-0,역사관광,경상남도 거제시
29,농소몽돌해수욕장,경남 거제시,자연관광지,경상남도 거제시
30,근포마을동굴,경남 거제시,기타관광,경상남도 거제시
31,해금강유람선터미널,경남 거제시 해금강로 270-0,자연관광지,경상남도 거제시
32,여차몽돌해수욕장,경남 거제시,자연관광지,경상남도 거제시
33,구조라성,경남 거제시,기타관광지,경상남도 거제시
34,명사해수욕장,경남 거제시,자연관광지,경상남도 거제시
35,저구항,경남 거제시 저구해안길 59-0,자연관광,경상남도 거제시
36,거제파노라마케이블카,경남 거제시 거제중앙로 288-0,레포츠(육상/해상/항공),경상남도 거제시
37,거제씨월드,경남 거제시 지세포해안로 15-0,휴양관광지,경상남도 거제시
38,지세포항,경남 거제시 지세포해안로 0-0,자연관광지,경상남도 거제시
39,하나로마트/일운농협본점,경남 거제시 지세포로 129-0,쇼핑,경상남도 거제시
40,와현모래숲해변,경남 거제시,자연관광지,경상남도 거제시
41,거제식물원,경남 거제시 거제남서로 3595-0,휴양관광지,경상남도 거제시
42,옥포국제시장,경남 거제시 옥포로 215-0,쇼핑,경상남도 거제시
43,외포항,경남 거제시 외포5길 0-0,자연관광지,경상남도 거제시
44,남부면수국축제,경남 거제시 저구해안길 60-0,문화관광,경상남도 거제시
45,구조라해수욕장,경남 거제시,자연관광,경상남도 거제시
46,장승포여객선터미널,경남 거제시 장승로 138-0,자연관광지,경상남도 거제시
47,신선대전망대,경남 거제시,문화관광,경상남도 거제시
48,구조라유람선터미널,경남 거제시 구조라로 37-0,기타관광,경상남도 거제시
49,함목몽돌해변,경남 거제시,자연관광지,경상남도 거제시
50,거제장목수산센터,경남 거제시 장목7길 3-0,쇼핑,경상남도 거제시
51,지세포관광유람선,경남 거제시 지세포해안로 89-19,자연관광지,경상남도 거제시
52,거제도,경남 거제시 거제대로 4686-0,자연관광지,경상남도 거제시
53,칠천도,경남 거제시,자연관광지,경상남도 거제시
54,저구항,경남 거제시 저구해안길 59-0,자연관광지,경상남도 거제시
55,와현유람선터미널,경남 거제시 와현해변길 46-0,자연관광지,경상남도 거제시
56,지세포방파제,경남 거제시,자연관광지,경상남도 거제시
57,신선대,경남 거제시,기타관광,경상남도 거제시
58,해금강테마박물관,경남 거제시 해금강로 120-0,문화시설,경상남도 거제시
59,사곡해수욕장,경남 거제시,자연관광지,경상남도 거제시
60,흥남해수욕장,경남 거제시,자연관광지,경상남도 거제시
61,공곶이수목원,경남 거제시 예구3길 0-0,휴양관광지,경상남도 거제시
62,디큐브거제백화점,경남 거제시 장평로 12-0,쇼핑,경상남도 거제시
63,도장포유람선터미널,경남 거제시 도장포1길 55-0,자연관광지,경상남도 거제시
