연령대,남성방문 비율,여성방문 비율
70세 이상,2.2,1.5
60~69세,7.8,4.5
50~59세,11.1,7.2
40~49세,11.3,6.8
30~39세,9.7,6.3
20~29세,10.4,7.4
10~19세,5.5,7.4
