연령대,남성방문 비율,여성방문 비율
70세 이상,6.8,4.9
60~69세,14.3,8.7
50~59세,14.7,11.1
40~49세,8.9,8.0
30~39세,5.4,4.2
20~29세,4.1,2.5
10~19세,3.6,1.9
