연령대,남성방문 비율,여성방문 비율
70세 이상,3.0,3.4
60~69세,8.1,6.2
50~59세,10.4,7.6
40~49세,12.6,8.2
30~39세,10.2,8.0
20~29세,9.0,6.3
10~19세,3.1,2.6
