순위,업소명,주소,분류,외지인 검색 수
1,푸른회식당,대구 서구 달구벌대로375길 14-1,외국식,7999
2,반고개무침회골목,대구 서구,기타음식,7920
3,스타벅스대구평리DT점,대구 서구 서대구로 89-0,카페/찻집,7653
4,맥도날드대구평리DT점,대구 서구 서대구로 95-0,간이음식,4993
5,의성무침회본점,대구 서구 달구벌대로375길 17-0,외국식,4440
6,구공탄막창,대구 서구 서대구로 120-0,외국식,4317
7,트레이더스베이커리비산점,대구 서구 팔달로 54-0,간이음식,3666
8,퀸즈크라운베이커리카페,대구 서구 서대구로 118-0,카페/찻집,3528
9,SUBWAY대구평리DT점,대구 서구 서대구로 111-0,간이음식,3257
10,버거킹대구평리DT점,대구 서구 국채보상로 298-0,간이음식,3162
11,대성기사한식뷔페,대구 서구 달서천로 342-0,외국식,2977
12,똘똘이식당,대구 서구 달구벌대로375길 31-0,외국식,2774
13,기찻길참숯구이,대구 서구 달서천로 232-0,한식,2561
14,황장군평리점,대구 서구 서대구로 85-0,한식,2224
15,제비원식당,대구 서구 달서천로87길 4-0,외국식,2201
16,할리스대구팔달교DT점,대구 서구 팔달로 34-0,카페/찻집,2148
17,진미식육식당,대구 서구 달서천로83길 13-0,한식,2103
18,원조호남식당,대구 서구 달구벌대로375길 26-1,한식,2077
19,피아자,대구 서구 서대구로 104-0,외국식,1919
20,청송약수삼계탕본점,대구 서구 서대구로 130-0,한식,1651
21,라라코스트평리점,대구 서구 서대구로 82-0,외국식,1650
22,손복자부산할매낙지,대구 서구 달구벌대로 1789-0,외국식,1271
23,장원부대찌개,대구 서구 달구벌대로 1795-0,외국식,1265
24,파스쿠찌대구신평리네거리점,대구 서구 국채보상로 204-0,카페/찻집,1157
25,KFC내당동점,대구 서구 달구벌대로 1689-0,간이음식,1139
26,24시원조굴뚝배기전문점,대구 서구 북비산로 112-0,한식,993
27,섬,대구 서구 당산로47길 24-0,외국식,963
28,현풍닭칼국수두류점,대구 서구 달구벌대로 1765-0,한식,941
29,교동면옥내당점,대구 서구 서대구로 52-0,한식,852
30,SUBWAY대구광장점,대구 서구 달구벌대로 1689-0,간이음식,846
31,평상면옥,대구 서구 달구벌대로 1763-0,한식,821
32,신마산,대구 서구 달서로 89-0,한식,786
33,국가대표민물장어,대구 서구 와룡로 367-0,외국식,739
34,남다른감자탕평리점,대구 서구 서대구로 147-0,한식,730
35,부림복어,대구 서구 서대구로 100-0,외국식,721
36,샤브향광장점,대구 서구 달구벌대로 1679-0,외국식,720
37,팬더짬뽕전문점[중식],대구 서구 서대구로 64-0,외국식,713
38,숨쉬는순두부평리점,대구 서구 서대구로 115-0,한식,706
39,청담면옥,대구 서구 서대구로 127-0,한식,694
40,늘푸른무침회,대구 서구 달구벌대로375길 11-2,외국식,677
41,도마침산점,대구 서구 옥산로 52-0,한식,665
42,배박사늑대갈비,대구 서구 서대구로 41-0,한식,649
43,세종종합수산,대구 서구 와룡로 367-0,외국식,634
44,고기굽는남자서구청점,대구 서구 국채보상로 233-0,한식,621
45,시골돼지국밥,대구 서구 달서로 91-0,한식,608
46,백번식당,대구 서구 서대구로2길 46-1,한식,593
47,전원숯불평리점,대구 서구 서대구로 122-0,한식,578
48,투썸플레이스신평리점,대구 서구 국채보상로 223-0,카페/찻집,553
49,신성회초밥,대구 서구 서대구로 56-0,외국식,541
50,원조대가야성[중식],대구 서구 서대구로 178-0,외국식,500
51,마이야르,대구 서구 당산로 208-25,외국식,485
52,인동촌시장,대구 서구,기타음식,478
53,남강장어광장점,대구 서구 서대구로 36-0,외국식,477
54,구공탄막창,대구 서구 국채보상로 308-0,외국식,474
55,큐브30평리점,대구 서구 서대구로 102-0,한식,462
56,배스킨라빈스대구평리점,대구 서구 서대구로 112-0,간이음식,460
57,등촌샤브칼국수서구점,대구 서구 국채보상로 235-1,한식,438
58,대하닭갈비,대구 서구 달구벌대로 1793-0,외국식,431
59,내당칼국수,대구 서구 달구벌대로361길 11-0,한식,429
60,찬&찬막창삼겹살,대구 서구 달서천로 343-1,외국식,417
61,바라던바다대게새우,대구 서구 서대구로 132-0,외국식,416
62,자박갈비북구청점,대구 서구 옥산로 34-0,한식,407
63,엔제리너스대구북비산네거리점,대구 서구 북비산로 354-0,카페/찻집,401
64,종가대박집평리점,대구 서구 서대구로 80-0,한식,389
65,얼음고을냉면,대구 서구 평리로 266-0,한식,381
66,오복기사식당,대구 서구 국채보상로 225-0,한식,372
67,서가앤쿡대구두류점,대구 서구 달구벌대로 1691-0,외국식,351
68,죽전식당,대구 서구 와룡로 307-0,한식,347
69,완뽕본점 [중식],대구 서구 서대구로 50-0,외국식,342
70,젠틀펫,대구 서구 와룡로66길 64-0,카페/찻집,340
71,닭의도리본점,대구 서구 달구벌대로337길 15-0,한식,332
72,사리원,대구 서구 서대구로 113-0,한식,330
73,예전고디탕본점,대구 서구 달구벌대로337길 29-0,한식,326
74,소고기전문점현이네,대구 서구 달구벌대로 1793-0,한식,310
75,시골부뚜막7호광장점,대구 서구 달구벌대로 1795-0,한식,299
76,삼원정자참가자미물회생아귀,대구 서구 서대구로 128-0,외국식,292
77,배스킨라빈스대구두류점,대구 서구 달구벌대로 1691-0,간이음식,286
77,홍이식당,대구 서구 국채보상로 325-0,한식,286
79,평리당,대구 서구 국채보상로 240-0,외국식,281
80,부산대구뽈찜식당,대구 서구 달서로 95-0,외국식,277
80,정하용선산곱창본점,대구 서구 옥산로 34-0,외국식,277
82,최영경할매빈대떡본점,대구 서구 달서로 74-0,한식,272
83,우복당본점,대구 서구 북비산로 164-0,한식,270
84,합천제일돼지국밥대구점,대구 서구 서대구로 119-0,한식,269
85,육봉달대구평리점,대구 서구 서대구로 133-0,한식,251
86,동인[중식],대구 서구 국채보상로 295-0,외국식,244
87,우야지막창평리점,대구 서구 서대구로22길 2-0,외국식,242
88,롯데리아북비산점,대구 서구 달서로 182-0,간이음식,241
89,씨제이프레시웨이,대구 서구 국채보상로3길 25-0,기타음식,238
90,서민옛날뒷고기,대구 서구 문화로 338-0,한식,237
91,김태순의뚝배기이야기,대구 서구 달구벌대로329길 133-0,한식,236
92,홍이한우식당,대구 서구 평리로57길 3-0,한식,235
93,투썸플레이스퀸스로드점,대구 서구 평리로35길 18-14,카페/찻집,226
94,롯데리아대구감삼점,대구 서구 달구벌대로 1669-0,간이음식,214
95,농협한돈프라자,대구 서구 달구벌대로 1675-0,한식,213
96,우리밥상고유,대구 서구 서대구로 8-0,한식,212
97,불난배꼽대구평리점,대구 서구 국채보상로 239-0,한식,211
