유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대구광역시 달서구 , 대구광역시 서구,30.2,1
대구광역시 북구 , 대구광역시 서구,19.0,1
대구광역시 중구 , 대구광역시 서구,14.5,1
대구광역시 수성구 , 대구광역시 서구,7.2,1
대구광역시 남구 , 대구광역시 서구,7.2,1
대구광역시 동구 , 대구광역시 서구,6.4,1
대구광역시 달성군 , 대구광역시 서구,5.2,1
경상북도 칠곡군 , 대구광역시 서구,2.1,1
경상북도 경산시 , 대구광역시 서구,1.3,1
경상북도 구미시 , 대구광역시 서구,1.1,1
경상북도 영천시 , 대구광역시 서구,0.4,1
경상북도 청도군 , 대구광역시 서구,0.3,1
경상북도 고령군 , 대구광역시 서구,0.3,1
경상북도 경주시 , 대구광역시 서구,0.3,1
경상북도 김천시 , 대구광역시 서구,0.3,1
경상북도 성주군 , 대구광역시 서구,0.3,1
경상북도 포항시 북구 , 대구광역시 서구,0.2,1
경상북도 군위군 , 대구광역시 서구,0.2,1
경상북도 상주시 , 대구광역시 서구,0.2,1
경상남도 창녕군 , 대구광역시 서구,0.2,1
 대구광역시 서구,대구광역시 달서구,30.3,2
 대구광역시 서구,대구광역시 북구,18.0,2
 대구광역시 서구,대구광역시 중구,10.7,2
 대구광역시 서구,대구광역시 수성구,9.5,2
 대구광역시 서구,대구광역시 남구,7.3,2
 대구광역시 서구,대구광역시 동구,6.7,2
 대구광역시 서구,대구광역시 달성군,5.2,2
 대구광역시 서구,경상북도 칠곡군,2.0,2
 대구광역시 서구,경상북도 구미시,1.2,2
 대구광역시 서구,경상북도 경산시,1.1,2
 대구광역시 서구,경상북도 경주시,0.7,2
 대구광역시 서구,경상북도 포항시 북구,0.7,2
 대구광역시 서구,경상북도 군위군,0.5,2
 대구광역시 서구,경상북도 청도군,0.4,2
 대구광역시 서구,경상북도 영천시,0.4,2
 대구광역시 서구,경상북도 포항시 남구,0.3,2
 대구광역시 서구,경상북도 고령군,0.3,2
 대구광역시 서구,경상북도 김천시,0.3,2
 대구광역시 서구,부산광역시 기장군,0.2,2
 대구광역시 서구,경상남도 창녕군,0.2,2
