연령대,남성방문 비율,여성방문 비율
70세 이상,12.1,5.9
60~69세,16.3,9.8
50~59세,14.0,10.5
40~49세,9.5,4.2
30~39세,5.9,3.1
20~29세,3.4,2.1
10~19세,1.6,0.8
