순위,업소명,주소,분류,합산 검색 수
1,이학순베이커리수원점,경기 수원시 장안구 경수대로 1252-0,간이음식,31056
2,스타벅스북수원IC DT점,경기 수원시 장안구 경수대로 1038-0,카페/찻집,19696
3,맥도날드수원정자DT점,경기 수원시 장안구 수성로 267-0,간이음식,16476
4,백세삼계탕본점,경기 수원시 장안구 경수대로 1200-0,한식,14676
5,보영만두북문본점,경기 수원시 장안구 팔달로 271-0,한식,14146
6,스타벅스수원연무DT점,경기 수원시 장안구 창룡대로 171-0,카페/찻집,13425
7,길림성[중식],경기 수원시 장안구 송원로 2-0,외국식,12660
8,북문유치회관,경기 수원시 장안구 수성로340번길 59-0,한식,12508
9,제철쌈밥[한식],경기 수원시 장안구 파장천로44번길 28-0,한식,10227
10,백세짬뽕[중식],경기 수원시 장안구 경수대로 1196-3,외국식,9520
11,맥도날드북수원DT점,경기 수원시 장안구 경수대로 991-0,간이음식,9154
12,강남면옥수원점,경기 수원시 장안구 이목로74번길 17-0,한식,8745
13,산이내린밥상곤드레밥집[한식],경기 수원시 장안구 장안로346번길 8-0,한식,8291
14,우전옥간장게장수원본점,경기 수원시 장안구 파장천로 94-0,외국식,8216
15,명성돼지갈비,경기 수원시 장안구 팔달로271번길 16-16,한식,7125
16,신사강정육점식당,경기 수원시 장안구 정조로1088번길 11-0,한식,7105
17,백운농장,경기 수원시 장안구 광교산로 564-0,한식,7085
18,스타벅스수원천천점,경기 수원시 장안구 덕영대로535번길 46-0,카페/찻집,7070
19,돈까스클럽북수원점,경기 수원시 장안구 경수대로1107번길 6-0,외국식,6563
20,백세삼계탕수원조원점,경기 수원시 장안구 경수대로 851-0,한식,6225
21,예전각설렁탕본점,경기 수원시 장안구 경수대로 813-0,한식,5606
22,우리동네스시신조,경기 수원시 장안구 만석로19번길 25-5,외국식,5421
23,리틀본수원갈비집,경기 수원시 장안구 정조로933번길 20-0,한식,5392
24,스타벅스수원성균관대점,경기 수원시 장안구 서부로 2131-0,카페/찻집,5342
25,형제농원,경기 수원시 장안구 광교산로 537-13,한식,5060
26,버거킹송죽DT점,경기 수원시 장안구 경수대로 992-0,간이음식,5004
27,커피빈수원송죽DT점,경기 수원시 장안구 경수대로 989-0,카페/찻집,4762
28,김경자소문난대구왕뽈찜본점,경기 수원시 장안구 경수대로973번길 13-17,한식,4612
29,풍어생선구이정식,경기 수원시 장안구 천천로210번길 17-12,한식,4406
30,맥도날드수원성균관대점,경기 수원시 장안구 서부로 2127-0,간이음식,4148
31,본만두,경기 수원시 장안구 정자로 16-0,한식,4055
32,북수원화로,경기 수원시 장안구 천천로 233-0,한식,3713
33,서동진의커피랩본점,경기 수원시 장안구 경수대로878번길 10-24,카페/찻집,3676
34,우리동네스시카야,경기 수원시 장안구 경수대로 950-0,외국식,3658
35,광교헌농원,경기 수원시 장안구 광교산로 602-8,한식,3650
36,폭포농원,경기 수원시 장안구 광교산로 594-3,한식,3558
37,그집쭈꾸미볶음,경기 수원시 장안구 만석로 183-0,외국식,3513
38,돈수백북수원점,경기 수원시 장안구 경수대로 880-0,한식,3488
39,낙원갈비집북수원점,경기 수원시 장안구 경수대로 1036-2,한식,3431
40,바다로간코끼리꼬창,경기 수원시 장안구 장안로 24-0,외국식,3270
41,삼풍가든,경기 수원시 장안구 서부로 2388-0,한식,3257
42,팔당냉면수원정자점,경기 수원시 장안구 대평로 140-0,한식,3243
43,산골,경기 수원시 장안구 장안로346번길 8-0,한식,2991
44,이학순베이커리대유평공원점,경기 수원시 장안구 수성로 195-0,간이음식,2904
45,홍남매손칼국수,경기 수원시 장안구 광교산로 42-0,한식,2823
46,그집해장국,경기 수원시 장안구 송정로 142-0,한식,2805
47,버거킹수원정자점,경기 수원시 장안구 이목로 24-3,간이음식,2746
48,북경오리구이,경기 수원시 장안구 송원로 63-0,외국식,2722
49,청춘면가조원본점,경기 수원시 장안구 수일로 267-0,한식,2632
50,우장군아싸갈비,경기 수원시 장안구 수일로 263-0,한식,2606
51,육미옥장안본점,경기 수원시 장안구 수일로 221-0,한식,2466
52,경주기사식당,경기 수원시 장안구 영화로 1-0,한식,2376
53,홍익돈까스천천점,경기 수원시 장안구 정자로41번길 13-0,외국식,2350
54,덕수궁본점,경기 수원시 장안구 수일로123번길 115-0,외국식,2321
55,까삐네손칼국수,경기 수원시 장안구 송정로 161-0,한식,2256
56,송죽부산밀면국밥,경기 수원시 장안구 경수대로 914-0,한식,2221
57,한우마을,경기 수원시 장안구 장안로 368-0,한식,2159
58,보영만두성대직영점,경기 수원시 장안구 화산로233번길 30-0,한식,2152
59,사강식당,경기 수원시 장안구 팔달로 301-0,한식,2125
60,화홍문갈비,경기 수원시 장안구 월드컵로 438-0,한식,2072
61,스타벅스수원종합운동장점,경기 수원시 장안구 송원로 71-0,카페/찻집,2052
62,대가순대국수원본점,경기 수원시 장안구 경수대로 995-0,한식,2034
63,정가네외양간,경기 수원시 장안구 수일로219번길 43-0,한식,2005
64,고기 굽는 혀누네,경기 수원시 장안구 장안로 342-0,한식,1963
65,자선농원,경기 수원시 장안구 광교산로 363-0,한식,1951
66,하한정수원점,경기 수원시 장안구 경수대로994번길 8-0,한식,1945
67,봉수육,경기 수원시 장안구 율전로108번길 11-0,한식,1906
68,청담생고기,경기 수원시 장안구 광교산로 18-0,한식,1887
