순위,관광지명,주소,분류,현지인 검색 수
1,만석공원,경기 수원시 장안구,도시공원,12275
2,장안문,경기 수원시 장안구,역사유적지,10909
3,북수원시장,경기 수원시 장안구 파장로82번길 6-0,시장,9523
4,연무시장,경기 수원시 장안구 월드컵로428번길 19-0,시장,8155
5,정자시장,경기 수원시 장안구 수성로275번길 112-2,시장,7437
6,CGV북수원,경기 수원시 장안구 경수대로 950-0,공연시설,6237
7,조원시장,경기 수원시 장안구 조원로89번길 13-0,시장,5543
8,수원케이티위즈파크,경기 수원시 장안구 경수대로 893-0,레저스포츠시설,5032
9,수원SK아트리움,경기 수원시 장안구 이목로 24-25,공연시설,4868
10,롯데시네마북수원,경기 수원시 장안구 천천로 100-0,공연시설,3806
11,장안문거북시장,경기 수원시 장안구 수성로370번길 52-0,시장,3323
12,북수원온천,경기 수원시 장안구 서부로 2139-0,웰니스관광,2882
13,해우재,경기 수원시 장안구 장안로458번길 9-0,전시시설,2824
14,지지대고개,경기 수원시 장안구,자연경관(산),2729
15,정자동중심상가,경기 수원시 장안구,테마공원,2175
16,효행공원,경기 수원시 장안구 경수대로 0-0,도시공원,1748
17,밤밭청개구리공원,경기 수원시 장안구,도시공원,1602
18,광교산,경기 수원시 장안구,자연경관(산),1520
19,일월공원,경기 수원시 장안구 일월로 101-33,도시공원,1261
20,일월저수지,경기 수원시 장안구 서부로 0-0,자연경관(하천/해양),1133
21,장안공원,경기 수원시 장안구 팔달로 238-0,도시공원,1089
22,성호씨그마,경기 수원시 장안구 정자천로13번길 146-0,기타쇼핑시설,937
23,광교저수지,경기 수원시 장안구,자연경관(하천/해양),859
24,탑클라우드호텔수원점,경기 수원시 장안구 수성로350번길 13-0,모텔,777
25,광교공원,경기 수원시 장안구 광교산로 159-0,도시공원,729
26,정자종합시장,경기 수원시 장안구 수성로261번길 16-0,시장,722
27,수원미술전시관,경기 수원시 장안구 송정로 19-0,전시시설,683
28,이슈나인,경기 수원시 장안구 서부로 2139-0,쇼핑몰,605
29,삼풍수영장,경기 수원시 장안구 장안로346번길 123-0,테마공원,547
30,장안청소년문화의집,경기 수원시 장안구 수성로275번길 114-0,기타문화관광지,537
31,소정어린이공원,경기 수원시 장안구,도시공원,510
32,용광사,경기 수원시 장안구 파장천로 74-0,종교성지,471
33,브라운도트수원정자점,경기 수원시 장안구 파장로 71-12,모텔,420
34,하이파크장여관,경기 수원시 장안구 서부로2123번길 28-0,모텔,419
35,수원시립만석전시관,경기 수원시 장안구 송정로 19-0,전시시설,377
36,판다팜파장시장점,경기 수원시 장안구 파장로 82-0,기타쇼핑시설,367
37,호텔여기어?수원정자점,경기 수원시 장안구 장안로 264-10,호텔,317
38,정자공원,경기 수원시 장안구,도시공원,303
39,어린이생태미술체험관 풀잎,경기 수원시 장안구 경수대로 1274-0,전시시설,281
40,호텔에쿠스,경기 수원시 장안구 파장천로11번길 1-0,모텔,276
41,만석공원인조잔디축구장,경기 수원시 장안구 정조로 1085-0,레저스포츠시설,268
42,허브모텔,경기 수원시 장안구 팔달로279번길 31-0,모텔,255
43,광교임시수련원,경기 수원시 장안구 광교산로 349-0,육상레저스포츠,248
44,엔모텔,경기 수원시 장안구 송정로104번길 9-0,모텔,222
45,보현선원,경기 수원시 장안구 수일로233번길 93-0,종교성지,207
46,다람쥐공원,경기 수원시 장안구 조원로111번길 33-23,도시공원,201
47,화이트호텔,경기 수원시 장안구 팔달로271번길 9-0,모텔,194
48,수원수목원건축중(2022년하반기개장예정),경기 수원시 장안구,자연공원,181
49,파스텔모텔,경기 수원시 장안구 파장로76번길 22-0,모텔,174
50,라이프스포츠수원워터파크,경기 수원시 장안구 대평로90번길 19-0,테마공원,171
51,유토피아호텔,경기 수원시 장안구 장안로 264-5,호텔,169
52,모텔코지,경기 수원시 장안구 창훈로80번길 22-3,모텔,155
53,넘버25수원경기대점,경기 수원시 장안구 창훈로80번길 8-0,모텔,154
54,테마모텔,경기 수원시 장안구 수성로364번길 46-0,모텔,153
55,조원공원,경기 수원시 장안구,도시공원,150
55,플랜비스포츠파크,경기 수원시 장안구 송원로 39-0,기타레저스포츠,150
57,광교저수지쉼터,경기 수원시 장안구 광교산로 321-0,도시공원,146
58,노송지대,경기 수원시 장안구,역사유적지,137
59,청련암,경기 수원시 장안구 수일로 335-0,종교성지,129
60,일림배수지야구장,경기 수원시 장안구 수일로91번길 55-0,레저스포츠시설,124
61,데이오프호텔,경기 수원시 장안구 파장천로 15-0,모텔,118
62,한누리아트홀,경기 수원시 장안구 송원로 101-0,공연시설,116
63,파랑새여관,경기 수원시 장안구 창훈로80번길 28-0,모텔,109
64,수원시양궁장,경기 수원시 장안구,육상레저스포츠,108
65,레전드모텔,경기 수원시 장안구 파장로 71-6,모텔,103
65,피아노모텔,경기 수원시 장안구 송정로104번길 5-0,모텔,103
