연령대,남성방문 비율,여성방문 비율
70세 이상,1.3,0.9
60~69세,10.6,3.1
50~59세,17.9,6.9
40~49세,12.5,4.5
30~39세,17.3,4.3
20~29세,13.8,5.7
10~19세,0.8,0.3
