순위,업소명,주소,분류,현지인 검색 수
1,미드슬로프,전북 남원시 운강길 87-0,카페/찻집,837
2,명문제과,전북 남원시 용성로 56-0,간이음식,824
3,경방루[중식],전북 남원시 광한북로 29-0,외국식,558
4,서남만찬,전북 남원시 역재1길 9-0,한식,528
5,새집추어탕,전북 남원시 요천로 1397-0,한식,407
6,두레식당,전북 남원시 의총로 95-0,한식,365
7,빈타이남원점,전북 남원시 광한서로 39-0,카페/찻집,317
8,현식당,전북 남원시 의총로 8-0,한식,282
9,고갯마루,전북 남원시 비홍로 1280-0,한식,272
9,투썸플레이스전북남원점,전북 남원시 시청로 40-0,카페/찻집,272
11,부산집,전북 남원시 요천로 1411-0,한식,247
12,금생춘[중식],전북 남원시 가방뜰길 117-0,외국식,239
13,봉가면옥,전북 남원시 소리길 177-0,한식,231
14,심원첫집[한식],전북 남원시 모정길 21-3,한식,224
15,그랑깨,전북 남원시 광한서로 52-0,외국식,220
16,동춘원[중식],전북 남원시 비석길 95-0,외국식,212
17,고향맛집,전북 남원시 운교1길 34-0,한식,210
18,한우회관,전북 남원시 정문길 10-0,한식,203
19,미안커피,전북 남원시 함파우길 65-14,카페/찻집,202
20,롯데리아남원도통점,전북 남원시 큰들2길 25-0,간이음식,201
21,오름플라워카페,전북 남원시 양림길 28-13,카페/찻집,194
22,춘원회관,전북 남원시 양림길 14-10,한식,192
23,달궁식당지리산점,전북 남원시 지리산로 311-0,한식,181
24,이조갈비,전북 남원시 향단로 18-0,한식,170
25,엔제리너스남원도통점,전북 남원시 용성로 222-0,카페/찻집,167
25,집밥담다,전북 남원시 하정1길 28-0,한식,167
27,삼포가든,전북 남원시 요천로 2264-0,한식,164
28,자연을닮은사람들,전북 남원시 원천로 345-33,한식,155
29,롯데리아남원점,전북 남원시 남문로 448-0,간이음식,154
30,육모정,전북 남원시 숲정이1길 4-0,한식,143
31,모정엔틱카페,전북 남원시 모정길 7-4,카페/찻집,131
32,늘파인 카페,전북 남원시 삼산길 8-17,카페/찻집,123
33,파리바게뜨남원도통점,전북 남원시 용성로 211-0,간이음식,120
34,권가네초유지,전북 남원시 원천로 288-0,카페/찻집,115
35,월향재,전북 남원시 동헌길 114-0,카페/찻집,106
36,또바기,전북 남원시 광한서로 29-0,한식,105
37,청학동회관[한식],전북 남원시 관서당길 31-0,한식,99
38,청룡집,전북 남원시 요천로 2266-0,한식,98
39,전통면옥,전북 남원시 고샘길 27-0,한식,97
40,도미노피자남원점,전북 남원시 용성로 166-0,간이음식,96
41,해용집,전북 남원시 요천로 2263-0,한식,95
42,할매추어탕,전북 남원시 요천로 1467-0,한식,93
43,남원추어탕거리,전북 남원시,기타음식,91
44,동막골,전북 남원시 요천로 1537-0,한식,85
44,전망대커피숍,전북 남원시 양림길 23-52,카페/찻집,85
46,좋은아침페스츄리남원점,전북 남원시 여수길 47-0,간이음식,84
46,파리바게뜨전북남원점,전북 남원시 광한서로 58-0,간이음식,84
48,아스팔트커피,전북 남원시 춘향로 268-0,카페/찻집,83
48,잡학다식,전북 남원시 하정2길 10-0,간이음식,83
50,산골농장식당,전북 남원시 인월로 67-0,한식,79
50,인산인해,전북 남원시 시청동로 26-0,한식,79
50,털보가든,전북 남원시 삼화길 80-0,한식,79
53,황토식당,전북 남원시 동헌길 155-0,한식,76
54,샤브마니아남원점,전북 남원시 충정로 137-0,외국식,73
54,일출산채식당[한식],전북 남원시 지리산로 799-0,한식,73
54,한성[중식],전북 남원시 남문로 400-3,외국식,73
57,사랑방,전북 남원시 양림길 46-0,한식,72
58,서래헌,전북 남원시 정령치로 209-0,한식,71
59,풍년순두부,전북 남원시 역재2길 14-5,한식,70
60,배스킨라빈스남원도통점,전북 남원시 용성로 216-0,간이음식,69
61,남원어시장,전북 남원시 조산안길 18-0,외국식,67
61,정옥추어탕,전북 남원시 교룡로 58-15,한식,67
63,교룡가든,전북 남원시 산성길 110-0,외국식,64
64,뜰아래,전북 남원시 비석길 7-0,카페/찻집,63
65,풍년칼국수,전북 남원시 시청동로 25-0,한식,62
66,금성쭈꾸미,전북 남원시 쑥고개로 81-0,한식,61
